length(mm),swing(rad),up_down(rad),FR(N),FL(N),RR(N),RL(N),External_force(N),Time(sec)
837.27784,-1.5707963,-0.52359878,54793.515,42640.338,40417.903,30328.311,0,26.400121
837.27784,-1.5707963,-0.52359878,54791.396,42634.222,40420.206,30326.767,0,26.480121
837.27784,-1.5707963,-0.52359878,54802.835,42628.842,40433.207,30336.304,0,26.560121
837.27784,-1.5707963,-0.52359878,54813.147,42648.546,40455.204,30348.807,0,26.640121
837.27784,-1.5707963,-0.52359878,54825.528,42648.831,40451.926,30341.411,0,26.720121
837.27784,-1.5707963,-0.52359878,54813.555,42646.85,40427.25,30331.601,0,26.800121
837.27784,-1.5707963,-0.52359878,54795.443,42637.568,40423.528,30333.882,0,26.880121
837.27784,-1.5707963,-0.52359878,54797.13,42624.094,40427.467,30327.081,0,26.960121
837.27784,-1.5707963,-0.52359878,54807.906,42632.065,40444.02,30337.926,0,27.040121
837.27784,-1.5707963,-0.52359878,54827.007,42655.368,40446.61,30339.033,0,27.120121
837.27784,-1.5707963,-0.52359878,54824.307,42647.981,40444.924,30340.014,0,27.200121
837.27784,-1.5707963,-0.52359878,54806.85,42634.77,40438.629,30336.296,0,27.280121
837.27784,-1.5707963,-0.52359878,54779.983,42614.406,40429.332,30331.118,0,27.360121
837.27784,-1.5707963,-0.52359878,54796.951,42623.888,40436.916,30328.632,0,27.440121
837.27784,-1.5707963,-0.52359878,54812.346,42650.337,40439.269,30341.338,0,27.520121
837.27784,-1.5707963,-0.52359878,54824.753,42645.468,40443.019,30338.156,0,27.600121
837.27784,-1.5707963,-0.52359878,54819.841,42647.218,40443.934,30339.519,0,27.680121
837.27784,-1.5707963,-0.52359878,54803.273,42625.441,40436.721,30327.402,0,27.760121
837.27784,-1.5707963,-0.52359878,54780.171,42619.117,40423.55,30334.314,0,27.840121
837.27784,-1.5707963,-0.52359878,54796.09,42636.602,40424.198,30328.78,0,27.920121
837.27784,-1.5707963,-0.52359878,54813.379,42643.513,40434.892,30333.385,0,28.000121
837.27784,-1.5707963,-0.52359878,54823.83,42649.823,40448.281,30338.172,0,28.080121
837.27784,-1.5707963,-0.52359878,54816.462,42644.996,40446.595,30340.273,0,28.160121
837.27784,-1.5707963,-0.52359878,54813.571,42639.587,40427.469,30325.702,0,28.240121
837.27784,-1.5707963,-0.52359878,54793.799,42636.447,40423.105,30329.362,0,28.320121
837.27784,-1.5707963,-0.52359878,54800.826,42635.388,40424.92,30329.338,0,28.400121
837.27784,-1.5707963,-0.52359878,54791.626,42629.933,40437.279,30337.946,0,28.480121
837.27784,-1.5707963,-0.52359878,54813.314,42642.454,40447.395,30341.158,0,28.560121
837.27784,-1.5707963,-0.52359878,54832.706,42654.232,40440.959,30337.735,0,28.640121
837.27784,-1.5707963,-0.52359878,54807.796,42640.965,40437.267,30332.974,0,28.720121
837.27784,-1.5707963,-0.52359878,54787.172,42627.7,40433.383,30333.721,0,28.800121
837.27784,-1.5707963,-0.52359878,54788.559,42616.483,40429.781,30331.357,0,28.880121
837.27784,-1.5707963,-0.52359878,54816.395,42643.577,40442.931,30338.16,0,28.960121
837.27784,-1.5707963,-0.52359878,54830.32,42661.716,40440.717,30345.515,0,29.040121
837.27784,-1.5707963,-0.52359878,54828.972,42647.941,40438.102,30328.444,0,29.120121
837.27784,-1.5707963,-0.52359878,54796.611,42635.375,40428.535,30333.337,0,29.200121
837.27784,-1.5707963,-0.52359878,54783.731,42630.646,40422.233,30335.625,0,29.280121
837.27784,-1.5707963,-0.52359878,54798.624,42628.565,40435.958,30328.246,0,29.360121
837.27784,-1.5707963,-0.52359878,54805.356,42638.319,40445.587,30346.447,0,29.440121
837.27784,-1.5707963,-0.52359878,54815.129,42644.419,40446.854,30352.074,0,29.520121
837.27784,-1.5707963,-0.52359878,54808.306,42635.451,40434.834,30325.973,0,29.600121
837.27784,-1.5707963,-0.52359878,54803.925,42647.343,40430.49,30339.612,0,29.680121
837.27784,-1.5707963,-0.52359878,54812.487,42637.588,40428.582,30325.877,0,29.760121
837.27784,-1.5707963,-0.52359878,54817.967,42643.982,40440.244,30337.203,0,29.840121
837.27784,-1.5707963,-0.52359878,54807.267,42631.509,40443.602,30337.57,0,29.920121
837.27784,-1.5707963,-0.52359878,54812.229,42631.009,40442.892,30333.013,0,30.000121
837.94321,-1.5707963,-0.52359878,54771.4,42723.064,40450.75,30448.128,0,30.080121
839.92829,-1.5707963,-0.52359878,54764.046,42838.627,40464.098,30558.693,0,30.160121
843.22261,-1.5707963,-0.52359878,54729.99,42803.835,40448.625,30534.735,0,30.240121
847.81584,-1.5707963,-0.52359878,54710.807,42696.699,40402.146,30424.067,0,30.320121
853.69776,-1.5707963,-0.52359878,54748.275,42663.783,40434.563,30399.701,0,30.400121
860.85823,-1.5707963,-0.52359878,54817.42,42725.535,40496.974,30454.47,0,30.480121
869.28722,-1.5707963,-0.52359878,54856.215,42755.891,40529.281,30481.41,0,30.560121
878.97473,-1.5707963,-0.52359878,54815.162,42687.598,40499.177,30428.75,0,30.640121
889.91084,-1.5707963,-0.52359878,54775.21,42611.091,40462.283,30358.18,0,30.720121
902.08565,-1.5707963,-0.52359878,54814.764,42615.247,40493.295,30359.568,0,30.800121
915.48928,-1.5707963,-0.52359878,54891.204,42651.999,40582.073,30413.3,0,30.880121
930.11188,-1.5707963,-0.52359878,54939.397,42646.455,40603.134,30396.15,0,30.960121
945.94358,-1.5707963,-0.52359878,54900.988,42549.941,40574.287,30314.897,0,31.040121
962.97447,-1.5707963,-0.52359878,54888.625,42491.185,40564.04,30266.383,0,31.120121
981.19465,-1.5707963,-0.52359878,54973.658,42529.882,40640.442,30306.849,0,31.200121
1000.5942,-1.5707963,-0.52359878,55021.002,42521.904,40694.008,30309.834,0,31.280121
1021.163,-1.5707963,-0.52359878,55019.65,42439.421,40669.485,30223.564,0,31.360121
1042.8912,-1.5707963,-0.52359878,55027.335,42368.746,40687.673,30170.689,0,31.440121
1065.7686,-1.5707963,-0.52359878,55081.676,42368.067,40739.292,30179.44,0,31.520121
1089.785,-1.5707963,-0.52359878,55158.987,42373.629,40812.515,30190.952,0,31.600121
1114.9303,-1.5707963,-0.52359878,55174.2,42308.337,40828.897,30135.556,0,31.680121
1141.1943,-1.5707963,-0.52359878,55170.839,42217.582,40823.438,30058.136,0,31.760121
1168.5666,-1.5707963,-0.52359878,55215.371,42177.849,40853.915,30023.514,0,31.840121
1197.0369,-1.5707963,-0.52359878,55290.274,42176.647,40939.806,30037.565,0,31.920121
1226.5948,-1.5707963,-0.52359878,55350.047,42142.599,40992.206,30015.397,0,32.000121
1257.2298,-1.5707963,-0.52359878,55372.458,42059.146,41001.446,29940.215,0,32.080121
1288.9314,-1.5707963,-0.52359878,55387.667,41973.956,41018.628,29873.409,0,32.160121
1321.6892,-1.5707963,-0.52359878,55449.618,41948.053,41083.262,29862.529,0,32.240121
1355.4925,-1.5707963,-0.52359878,55525.577,41928.926,41151.232,29852.136,0,32.320121
1390.3308,-1.5707963,-0.52359878,55567.199,41860.034,41195.192,29798.203,0,32.400121
1426.1934,-1.5707963,-0.52359878,55601.115,41775.247,41215.477,29725.218,0,32.480121
1463.0696,-1.5707963,-0.52359878,55652.722,41709.643,41268.238,29683.049,0,32.560121
1500.9489,-1.5707963,-0.52359878,55731.181,41671.496,41345.334,29656.258,0,32.640121
1539.8204,-1.5707963,-0.52359878,55794.907,41631.003,41396.988,29616.551,0,32.720121
1579.6735,-1.5707963,-0.52359878,55833.121,41537.011,41434.594,29551.962,0,32.800121
1620.4973,-1.5707963,-0.52359878,55889.437,41450.722,41478.68,29481.915,0,32.880121
1662.2813,-1.5707963,-0.52359878,55951.683,41394.757,41544.618,29438.154,0,32.960121
1705.0145,-1.5707963,-0.52359878,56040.034,41357.544,41616.607,29415.926,0,33.040121
1748.6862,-1.5707963,-0.52359878,56088.533,41270.009,41671.482,29355.142,0,33.120121
1793.2856,-1.5707963,-0.52359878,56128.681,41185.124,41705.743,29280.8,0,33.200121
1838.802,-1.5707963,-0.52359878,56201.497,41100.813,41771.668,29221.169,0,33.280121
1885.2244,-1.5707963,-0.52359878,56296.808,41046.913,41859.459,29184.746,0,33.360121
1932.5422,-1.5707963,-0.52359878,56373.747,40981.49,41929.139,29132.198,0,33.440121
1980.7444,-1.5707963,-0.52359878,56401.578,40885.047,41964.359,29055.733,0,33.520121
2029.8203,-1.5707963,-0.52359878,56458.729,40802.085,42019.886,28997.348,0,33.600121
2079.7591,-1.5707963,-0.52359878,56573.476,40738.543,42115.563,28943.576,0,33.680121
2130.5498,-1.5707963,-0.52359878,56648.751,40665.604,42194.528,28895.879,0,33.760121
2182.1818,-1.5707963,-0.52359878,56710.509,40572.155,42246.918,28818.672,0,33.840121
2234.6441,-1.5707963,-0.52359878,56774.249,40471.74,42304.968,28745.439,0,33.920121
2287.926,-1.5707963,-0.52359878,56866.549,40392.17,42385.669,28688.18,0,34.000121
2342.0166,-1.5707963,-0.52359878,56951.896,40315.295,42473.68,28630.967,0,34.080121
2396.9051,-1.5707963,-0.52359878,57028.949,40230.351,42540.918,28564.549,0,34.160121
2452.5807,-1.5707963,-0.52359878,57093.717,40119.144,42599.07,28479.548,0,34.240121
2509.0325,-1.5707963,-0.52359878,57176.092,40028.94,42675.622,28410.477,0,34.320121
2566.2498,-1.5707963,-0.52359878,57271.371,39957.596,42771.775,28359.705,0,34.400121
2624.2217,-1.5707963,-0.52359878,57350.589,39866.857,42852.622,28297.977,0,34.480121
2682.9373,-1.5707963,-0.52359878,57442.94,39767.352,42924.504,28212.599,0,34.560121
2742.386,-1.5707963,-0.52359878,57507.812,39651.458,42982.018,28125.286,0,34.640121
2802.5568,-1.5707963,-0.52359878,57592.073,39557,43069.484,28055.878,0,34.720121
2863.4389,-1.5707963,-0.52359878,57705.577,39479.799,43162.612,27997.989,0,34.800121
2925.0216,-1.5707963,-0.52359878,57800.31,39394.711,43258.975,27936.327,0,34.880121
2987.294,-1.5707963,-0.52359878,57875.387,39277.888,43328.778,27846.75,0,34.960121
3050.2453,-1.5707963,-0.52359878,57956.207,39154.95,43394.815,27747.358,0,35.040121
3113.8647,-1.5707963,-0.52359878,58042.554,39056.8,43482,27677.335,0,35.120121
3178.1415,-1.5707963,-0.52359878,58152.991,38977.193,43587.451,27620.909,0,35.200121
3243.0647,-1.5707963,-0.52359878,58267.915,38876.288,43679.991,27546.154,0,35.280121
3308.6237,-1.5707963,-0.52359878,58335.662,38765.583,43763.886,27454.533,0,35.360121
3374.8075,-1.5707963,-0.52359878,58427.639,38642.53,43832.386,27364.166,0,35.440121
3441.6055,-1.5707963,-0.52359878,58527.99,38536.278,43920.292,27280.688,0,35.520121
3509.0067,-1.5707963,-0.52359878,58621.64,38441.55,44031.166,27218.663,0,35.600121
3577.0005,-1.5707963,-0.52359878,58737.907,38344.226,44128.891,27139.501,0,35.680121
3645.576,-1.5707963,-0.52359878,58826.884,38221.841,44209.234,27046.302,0,35.760121
3714.7224,-1.5707963,-0.52359878,58912.426,38097.291,44287.773,26952.183,0,35.840121
3784.429,-1.5707963,-0.52359878,59023.202,37994.174,44392.951,26871.428,0,35.920121
3854.6849,-1.5707963,-0.52359878,59138.906,37901.58,44500.946,26804.469,0,36.000121
3925.4794,-1.5707963,-0.52359878,59239.041,37781.881,44596.885,26711.886,0,36.080121
3996.8016,-1.5707963,-0.52359878,59322.613,37651.602,44674.863,26613.866,0,36.160121
4068.6409,-1.5707963,-0.52359878,59433.906,37544.311,44770.306,26532.127,0,36.240121
4140.9863,-1.5707963,-0.52359878,59534.211,37434.794,44874.992,26452.507,0,36.320121
4213.8272,-1.5707963,-0.52359878,59653.051,37317.116,44980.341,26362.586,0,36.400121
4287.1528,-1.5707963,-0.52359878,59753.894,37199.315,45069.503,26267.957,0,36.480121
4360.9522,-1.5707963,-0.52359878,59847.828,37063.921,45161.953,26171.929,0,36.560121
4435.2146,-1.5707963,-0.52359878,59949.809,36956.316,45266.489,26088.432,0,36.640121
4509.9295,-1.5707963,-0.52359878,60077.33,36845.803,45378.896,26008.277,0,36.720121
4585.0858,-1.5707963,-0.52359878,60193.821,36732.411,45479.862,25915.955,0,36.800121
4660.6729,-1.5707963,-0.52359878,60290.961,36603.979,45579.066,25822.488,0,36.880121
4736.68,-1.5707963,-0.52359878,60395.712,36471.23,45669.159,25717.716,0,36.960121
4813.0962,-1.5707963,-0.52359878,60501.014,36347.97,45765.094,25624.733,0,37.040121
4889.911,-1.5707963,-0.52359878,60624.241,36242.214,45888.484,25545.137,0,37.120121
4967.1133,-1.5707963,-0.52359878,60741.402,36119.924,46001.004,25463.887,0,37.200121
5044.6926,-1.5707963,-0.52359878,60837.805,35990.24,46086.756,25357.609,0,37.280121
5122.638,-1.5707963,-0.52359878,60939.653,35851.816,46172.852,25244.93,0,37.360121
5200.9388,-1.5707963,-0.52359878,61058.929,35732.983,46293.96,25161.286,0,37.440121
5279.5841,-1.5707963,-0.52359878,61186.985,35624.999,46412.819,25083.372,0,37.520121
5358.5632,-1.5707963,-0.52359878,61308.778,35507.219,46529.008,24989.248,0,37.600121
5437.8654,-1.5707963,-0.52359878,61408.835,35360.444,46611.265,24872.011,0,37.680121
5517.4799,-1.5707963,-0.52359878,61508.237,35221.815,46707.81,24766.355,0,37.760121
5597.3959,-1.5707963,-0.52359878,61632.239,35101.376,46825.523,24679.731,0,37.840121
5677.6026,-1.5707963,-0.52359878,61762.014,34988.467,46952.778,24598.644,0,37.920121
5758.0893,-1.5707963,-0.52359878,61881.833,34860.933,47062.99,24503.287,0,38.000121
5838.8452,-1.5707963,-0.52359878,61981.894,34721.629,47149.116,24390.947,0,38.080121
5919.8595,-1.5707963,-0.52359878,62087.066,34587.313,47247.144,24282.346,0,38.160121
6001.1215,-1.5707963,-0.52359878,62211.238,34451.681,47370.638,24191.056,0,38.240121
6082.6205,-1.5707963,-0.52359878,62340.631,34339.495,47498.184,24106.833,0,38.320121
6164.3456,-1.5707963,-0.52359878,62458.164,34210.679,47605.854,24011.832,0,38.400121
6246.2861,-1.5707963,-0.52359878,62567.769,34076.233,47701.737,23900.749,0,38.480121
6328.4312,-1.5707963,-0.52359878,62681.47,33937.149,47803.838,23791.721,0,38.560121
6410.7702,-1.5707963,-0.52359878,62794.797,33804.084,47921.966,23695.264,0,38.640121
6493.2922,-1.5707963,-0.52359878,62929.234,33682.567,48043.961,23606.019,0,38.720121
6575.9867,-1.5707963,-0.52359878,63052.05,33561.584,48159.052,23511.569,0,38.800121
6658.8427,-1.5707963,-0.52359878,63161.634,33413.731,48261.277,23395.924,0,38.880121
6741.8495,-1.5707963,-0.52359878,63274.802,33266.284,48361.519,23288.631,0,38.960121
6824.9964,-1.5707963,-0.52359878,63391.761,33148.818,48481.711,23196.262,0,39.040121
6908.2726,-1.5707963,-0.52359878,63529.582,33026.599,48600.021,23105.684,0,39.120121
6991.6673,-1.5707963,-0.52359878,63654.427,32892.167,48723.968,23008.785,0,39.200121
7075.1698,-1.5707963,-0.52359878,63759.426,32758.009,48815.898,22896.137,0,39.280121
7158.7693,-1.5707963,-0.52359878,63867.74,32609.573,48914.804,22786.121,0,39.360121
7242.4551,-1.5707963,-0.52359878,63999.137,32486.051,49039.896,22693.121,0,39.440121
7326.2164,-1.5707963,-0.52359878,64131.614,32353.341,49165.769,22596.249,0,39.520121
7410.0424,-1.5707963,-0.52359878,64251.634,32227.736,49276.451,22494.646,0,39.600121
7493.9224,-1.5707963,-0.52359878,64362.771,32086.48,49385.864,22390.068,0,39.680121
7577.8456,-1.5707963,-0.52359878,64477.209,31952.438,49490.839,22286.574,0,39.760121
7661.8013,-1.5707963,-0.52359878,64607.887,31822.691,49611.645,22187.809,0,39.840121
7745.7787,-1.5707963,-0.52359878,64737.519,31693.254,49733.218,22090.38,0,39.920121
7829.7671,-1.5707963,-0.52359878,64846.302,31555.73,49825.877,21980.97,0,40.000121
7913.7556,-1.5707963,-0.52359878,64964.496,31411.572,49933.475,21868.715,0,40.080121
7997.7336,-1.5707963,-0.52359878,65082.259,31282.807,50066.019,21780.141,0,40.160121
8081.6903,-1.5707963,-0.52359878,65216.315,31159.722,50180.599,21686.319,0,40.240121
8165.6149,-1.5707963,-0.52359878,65327.402,31024.493,50285.484,21581.771,0,40.320121
8249.4966,-1.5707963,-0.52359878,65438.546,30878.402,50390.824,21468.497,0,40.400121
8333.3248,-1.5707963,-0.52359878,65560.906,30745.681,50510.201,21370.935,0,40.480121
8417.0886,-1.5707963,-0.52359878,65699.221,30623.25,50640.246,21275.947,0,40.560121
8500.7773,-1.5707963,-0.52359878,65814.399,30489.009,50742.428,21173.681,0,40.640121
8584.3801,-1.5707963,-0.52359878,65928.561,30353.953,50847.824,21071.526,0,40.720121
8667.8863,-1.5707963,-0.52359878,66040.179,30216.508,50954.547,20960.378,0,40.800121
8751.2852,-1.5707963,-0.52359878,66166.25,30081.839,51072.733,20863.775,0,40.880121
8834.5659,-1.5707963,-0.52359878,66293.232,29953.329,51195.973,20771.173,0,40.960121
8917.7177,-1.5707963,-0.52359878,66420.931,29832.503,51315.096,20672.675,0,41.040121
9000.7299,-1.5707963,-0.52359878,66530.709,29691.359,51415.787,20566.664,0,41.120121
9083.5917,-1.5707963,-0.52359878,66637.054,29550.301,51519.614,20459.127,0,41.200121
9166.2924,-1.5707963,-0.52359878,66755.868,29416.004,51631.925,20353.824,0,41.280121
9248.8211,-1.5707963,-0.52359878,66885.46,29287.648,51748.094,20262.663,0,41.360121
9331.1672,-1.5707963,-0.52359878,67012.575,29171.521,51872.252,20173.328,0,41.440121
9413.3198,-1.5707963,-0.52359878,67127.305,29042.916,51983.239,20068.583,0,41.520121
9495.2683,-1.5707963,-0.52359878,67232.143,28898.522,52074.067,19956.399,0,41.600121
9577.0019,-1.5707963,-0.52359878,67338.741,28764.867,52180.024,19863.244,0,41.680121
9658.5097,-1.5707963,-0.52359878,67471.166,28653.794,52301.472,19771.61,0,41.760121
9739.7812,-1.5707963,-0.52359878,67597.789,28526.999,52412.023,19677.932,0,41.840121
9820.8054,-1.5707963,-0.52359878,67708.979,28390.84,52521.811,19577.124,0,41.920121
9901.5717,-1.5707963,-0.52359878,67812.334,28253.622,52622.894,19470.692,0,42.000121
9982.0693,-1.5707963,-0.52359878,67920.161,28118.947,52721.85,19366.268,0,42.080121
10062.287,-1.5707963,-0.52359878,68048.3,28001.879,52846.113,19279.095,0,42.160121
10142.215,-1.5707963,-0.52359878,68172.634,27880.58,52962.74,19187.605,0,42.240121
10221.842,-1.5707963,-0.52359878,68286.794,27749.769,53068.549,19088.932,0,42.320121
10301.158,-1.5707963,-0.52359878,68392.767,27615.115,53164.708,18985.522,0,42.400121
10380.15,-1.5707963,-0.52359878,68498.507,27487.501,53265.368,18883.674,0,42.480121
10458.81,-1.5707963,-0.52359878,68616.851,27367.008,53380.926,18791.78,0,42.560121
10537.125,-1.5707963,-0.52359878,68747.298,27245.511,53495.879,18706.357,0,42.640121
10615.086,-1.5707963,-0.52359878,68847.657,27128.036,53605.822,18612.357,0,42.720121
10692.682,-1.5707963,-0.52359878,68959.341,26992.811,53693.888,18509.431,0,42.800121
10769.901,-1.5707963,-0.52359878,69056.942,26872.985,53788.825,18413.079,0,42.880121
10846.733,-1.5707963,-0.52359878,69173.002,26747.855,53896.975,18321.062,0,42.960121
10923.167,-1.5707963,-0.52359878,69296.293,26635.922,54012.581,18240.49,0,43.040121
10999.193,-1.5707963,-0.52359878,69401.056,26516.481,54118.404,18148.814,0,43.120121
11074.8,-1.5707963,-0.52359878,69490.795,26389.065,54203.546,18049.728,0,43.200121
11149.976,-1.5707963,-0.52359878,69592.403,26269.155,54296.617,17953.505,0,43.280121
11224.712,-1.5707963,-0.52359878,69712.147,26153.593,54408.89,17864.663,0,43.360121
11298.996,-1.5707963,-0.52359878,69827.632,26038.326,54507.545,17778.856,0,43.440121
11372.818,-1.5707963,-0.52359878,69937.32,25929.628,54616.303,17696.784,0,43.520121
11446.167,-1.5707963,-0.52359878,70041.741,25806.411,54710.614,17602.393,0,43.600121
11519.033,-1.5707963,-0.52359878,70130.107,25680.542,54801.811,17510.418,0,43.680121
11591.403,-1.5707963,-0.52359878,70237.13,25558.642,54895.269,17415.322,0,43.760121
11663.269,-1.5707963,-0.52359878,70337.977,25445.765,54999.805,17331.838,0,43.840121
11734.618,-1.5707963,-0.52359878,70450.599,25339.633,55103.608,17250.971,0,43.920121
11805.44,-1.5707963,-0.52359878,70555.178,25236.253,55207.36,17169.544,0,44.000121
11875.726,-1.5707963,-0.52359878,70652.15,25117.596,55291.591,17080.192,0,44.080121
11945.462,-1.5707963,-0.52359878,70743.416,24999.774,55368.064,16984.995,0,44.160121
12014.64,-1.5707963,-0.52359878,70835.009,24887.922,55460.629,16901.79,0,44.240121
12083.248,-1.5707963,-0.52359878,70945.801,24785.961,55562.428,16822.435,0,44.320121
12151.275,-1.5707963,-0.52359878,71055.007,24683.797,55668.775,16747.789,0,44.400121
12218.711,-1.5707963,-0.52359878,71159.042,24576.392,55760.435,16665.026,0,44.480121
12285.545,-1.5707963,-0.52359878,71249.79,24464.81,55844.553,16577.788,0,44.560121
12351.766,-1.5707963,-0.52359878,71328.446,24350.374,55924.105,16493.102,0,44.640121
12417.364,-1.5707963,-0.52359878,71422.071,24248.176,56011.22,16410.362,0,44.720121
12482.327,-1.5707963,-0.52359878,71529.654,24151.522,56105.572,16340.96,0,44.800121
12546.645,-1.5707963,-0.52359878,71626.891,24052.058,56204.452,16266.852,0,44.880121
12610.307,-1.5707963,-0.52359878,71717.684,23946.8,56278.905,16185.961,0,44.960121
12673.303,-1.5707963,-0.52359878,71793.04,23842.966,56363,16104.051,0,45.040121
12735.621,-1.5707963,-0.52359878,71877.354,23739.924,56439.173,16028.968,0,45.120121
12797.252,-1.5707963,-0.52359878,71975.696,23645.036,56529.091,15954.844,0,45.200121
12858.183,-1.5707963,-0.52359878,72069.215,23554.34,56620.008,15886.822,0,45.280121
12918.405,-1.5707963,-0.52359878,72154.511,23464.927,56703.361,15816.463,0,45.360121
12977.907,-1.5707963,-0.52359878,72233.887,23363.025,56774.07,15740.044,0,45.440121
13036.677,-1.5707963,-0.52359878,72316.202,23261.574,56845.933,15664.822,0,45.520121
13094.706,-1.5707963,-0.52359878,72400.289,23169.633,56924.001,15588.617,0,45.600121
13151.982,-1.5707963,-0.52359878,72482.029,23070.876,57013.139,15518.498,0,45.680121
13208.494,-1.5707963,-0.52359878,72582.077,22996.45,57103.814,15458.907,0,45.760121
13264.233,-1.5707963,-0.52359878,72667.822,22913.029,57169.036,15396.397,0,45.840121
13319.186,-1.5707963,-0.52359878,72721.251,22816.288,57229.863,15324.506,0,45.920121
13373.344,-1.5707963,-0.52359878,72788.469,22717.849,57289.546,15250.617,0,46.000121
13426.696,-1.5707963,-0.52359878,72868.371,22634.376,57369.315,15182.483,0,46.080121
13479.231,-1.5707963,-0.52359878,72953.599,22550.855,57452.621,15121.632,0,46.160121
13530.937,-1.5707963,-0.52359878,73042.373,22474.829,57534.383,15065.928,0,46.240121
13581.805,-1.5707963,-0.52359878,73115.182,22408.921,57599.902,15011.019,0,46.320121
13631.824,-1.5707963,-0.52359878,73183.668,22320.738,57657.901,14947.065,0,46.400121
13680.983,-1.5707963,-0.52359878,73240.238,22234.577,57705.152,14875.325,0,46.480121
13729.27,-1.5707963,-0.52359878,73308.637,22144.514,57771.237,14809.442,0,46.560121
13776.676,-1.5707963,-0.52359878,73385.524,22077.6,57849.108,14758.2,0,46.640121
13823.19,-1.5707963,-0.52359878,73461.572,22015.179,57924.353,14712.664,0,46.720121
13868.8,-1.5707963,-0.52359878,73536.383,21951.667,57990.491,14662.188,0,46.800121
13913.497,-1.5707963,-0.52359878,73595.235,21874.073,58041.559,14601.383,0,46.880121
13957.269,-1.5707963,-0.52359878,73642.631,21791.803,58091.075,14539.585,0,46.960121
14000.105,-1.5707963,-0.52359878,73686.125,21711.025,58137.147,14478.926,0,47.040121
14041.996,-1.5707963,-0.52359878,73754.35,21653.006,58194.589,14431.429,0,47.120121
14082.929,-1.5707963,-0.52359878,73834.466,21601.029,58266.022,14393.621,0,47.200121
14122.895,-1.5707963,-0.52359878,73905.698,21545.482,58332.733,14351.44,0,47.280121
14161.883,-1.5707963,-0.52359878,73949.218,21468.468,58384.203,14297.997,0,47.360121
14199.881,-1.5707963,-0.52359878,73989.915,21397.003,58416.758,14242.366,0,47.440121
14236.879,-1.5707963,-0.52359878,74024.311,21331.176,58453.518,14186.938,0,47.520121
14272.867,-1.5707963,-0.52359878,74076.203,21278.697,58501.457,14144.782,0,47.600121
14307.833,-1.5707963,-0.52359878,74152.301,21236.713,58566.066,14113.334,0,47.680121
14341.768,-1.5707963,-0.52359878,74228.134,21197.066,58637.117,14087.065,0,47.760121
14374.659,-1.5707963,-0.52359878,74279.268,21145.852,58676.385,14048.049,0,47.840121
14406.496,-1.5707963,-0.52359878,74296.515,21069.383,58698.523,13993.338,0,47.920121
14437.27,-1.5707963,-0.52359878,74309.485,20998.376,58718.099,13936.098,0,48.000121
14466.968,-1.5707963,-0.52359878,74352.55,20957.497,58755.398,13903.298,0,48.080121
14495.58,-1.5707963,-0.52359878,74417.998,20935.826,58816.365,13883.337,0,48.160121
14523.095,-1.5707963,-0.52359878,74488.274,20905.12,58880.129,13864.468,0,48.240121
14549.503,-1.5707963,-0.52359878,74533.14,20857.682,58922.989,13829.84,0,48.320121
14574.793,-1.5707963,-0.52359878,74529.293,20790.668,58917.646,13778.394,0,48.400121
14598.953,-1.5707963,-0.52359878,74543.721,20747.854,58925.843,13742.057,0,48.480121
14621.974,-1.5707963,-0.52359878,74578.319,20716.169,58962.502,13715.433,0,48.560121
14643.845,-1.5707963,-0.52359878,74640.904,20689.541,59024.062,13699.022,0,48.640121
14664.555,-1.5707963,-0.52359878,74702.147,20664.879,59073.555,13681.855,0,48.720121
14684.092,-1.5707963,-0.52359878,74716.911,20639.776,59091.539,13655.398,0,48.800121
14702.447,-1.5707963,-0.52359878,74718.921,20595.304,59094.677,13627.972,0,48.880121
14719.608,-1.5707963,-0.52359878,74729.467,20559.452,59101.41,13598.154,0,48.960121
14735.566,-1.5707963,-0.52359878,74747.891,20533.252,59123.968,13577.418,0,49.040121
14750.308,-1.5707963,-0.52359878,74788.471,20512.56,59164.451,13563.32,0,49.120121
14763.824,-1.5707963,-0.52359878,74829.563,20498.736,59193.691,13553.538,0,49.200121
14776.105,-1.5707963,-0.52359878,74836.898,20477.87,59207.931,13539.171,0,49.280121
14787.137,-1.5707963,-0.52359878,74849.227,20452.154,59211.098,13520.905,0,49.360121
14796.912,-1.5707963,-0.52359878,74859.884,20425.555,59226.633,13501.208,0,49.440121
14805.419,-1.5707963,-0.52359878,74875.44,20413.378,59237.405,13487.22,0,49.520121
14812.645,-1.5707963,-0.52359878,74884.131,20413.634,59237.727,13479.478,0,49.600121
14818.582,-1.5707963,-0.52359878,74898.136,20414.465,59240.953,13481.841,0,49.680121
14823.217,-1.5707963,-0.52359878,74901.291,20395.281,59254.363,13467.085,0,49.760121
14826.541,-1.5707963,-0.52359878,74914.888,20375.221,59269.97,13458.821,0,49.840121
14828.543,-1.5707963,-0.52359878,74927.446,20374.519,59276.882,13457.833,0,49.920121
14829.211,-1.5707963,-0.52359878,74908.597,20378.317,59253.061,13455.882,0,50.000121
14829.211,-1.5707963,-0.52359878,74829.316,20476.249,59232.431,13549.797,0,50.080121
14829.211,-1.5707963,-0.52359878,74841.397,20590.162,59242.558,13645.055,0,50.160121
14829.211,-1.5707963,-0.52359878,74901.77,20579.119,59314.953,13647.13,0,50.240121
14829.211,-1.5707963,-0.52359878,74889.633,20508.838,59330.39,13600.512,0,50.320121
