length(mm),swing(rad),up_down(rad),FR(N),FL(N),RR(N),RL(N),External_force(N),Time(sec)
837.27784,0,-0.24297379,58519.968,60316.915,24258.895,25346.616,0,9.760121
837.27784,0,-0.2492468,58993.673,60749.539,24781.038,25851.545,0,9.840121
837.27784,0,-0.25552624,58513.106,60264.95,24427.824,25490.672,0,9.920121
837.27784,0,-0.26180889,57819.5,59590.141,23949.105,25024.16,0,10.000121
837.27784,0,-0.26809154,57910.728,59676.552,24190.368,25266.906,0,10.080121
837.27784,0,-0.27437096,58463.55,60224.749,24819.887,25900.193,0,10.160121
837.27784,0,-0.28064395,58476.558,60220.266,24913.488,25984.484,0,10.240121
837.27784,0,-0.28690728,57878.671,59632.711,24488.092,25562.309,0,10.320121
837.27784,0,-0.29315774,57557.047,59316.915,24357.965,25434.288,0,10.400121
837.27784,0,-0.2993921,57870.776,59612.206,24790.823,25869.946,0,10.480121
837.27784,0,-0.30560716,58160.113,59898.148,25168.19,26242.351,0,10.560121
837.27784,0,-0.3117997,57883.718,59613.252,25014.914,26089.158,0,10.640121
837.27784,0,-0.3179665,57418.241,59163.375,24735.244,25812.096,0,10.720121
837.27784,0,-0.32410434,57395.861,59135.317,24878.621,25957.239,0,10.800121
837.27784,0,-0.33021,57694.447,59420.068,25281.944,26359.504,0,10.880121
837.27784,0,-0.33628027,57702.958,59413.441,25398.343,26472.572,0,10.960121
837.27784,0,-0.34231193,57347.594,59073.563,25197.766,26271.115,0,11.040121
837.27784,0,-0.34830177,57108.241,58820.939,25135.391,26213.51,0,11.120121
837.27784,0,-0.35424657,57229.777,58947.923,25399.56,26473.438,0,11.200121
837.27784,0,-0.3601431,57364.514,59064.717,25642.204,26716.44,0,11.280121
837.27784,0,-0.36598816,57193.707,58902.198,25603.329,26677.711,0,11.360121
837.27784,0,-0.37177852,56932.891,58629.83,25484.408,26555.492,0,11.440121
837.27784,0,-0.37751098,56865.04,58568.835,25589.787,26662.179,0,11.520121
837.27784,0,-0.3831823,56974.464,58675.231,25827.536,26906.114,0,11.600121
837.27784,0,-0.38878928,56957.508,58651.009,25925.837,26997.7,0,11.680121
837.27784,0,-0.3943287,56741.792,58433.005,25861.782,26935.124,0,11.760121
837.27784,0,-0.39979734,56583.501,58264.936,25849.269,26921.647,0,11.840121
837.27784,0,-0.40519199,56604.519,58281.587,26006.213,27078.846,0,11.920121
837.27784,0,-0.41050942,56678.044,58354.08,26184.417,27259.362,0,12.000121
837.27784,0,-0.41574643,56571.698,58244.709,26228.956,27297.623,0,12.080121
837.27784,0,-0.42089978,56371.99,58039.358,26168.621,27240.653,0,12.160121
837.27784,0,-0.42596627,56277.347,57936.372,26204.219,27278.702,0,12.240121
837.27784,0,-0.43094269,56323.012,57987.268,26375.541,27448.283,0,12.320121
837.27784,0,-0.4358258,56347.748,57999.96,26504.577,27580.023,0,12.400121
837.27784,0,-0.4406124,56208.674,57855.834,26507.711,27581.348,0,12.480121
837.27784,0,-0.44529927,56034.98,57682.549,26469.044,27537.554,0,12.560121
837.27784,0,-0.44988319,55990.054,57639.195,26541.306,27619.28,0,12.640121
837.27784,0,-0.45436094,56041.095,57691.805,26714.616,27786.153,0,12.720121
837.27784,0,-0.45872932,56033.275,57680.775,26804.656,27884.586,0,12.800121
837.27784,0,-0.46298509,55876.973,57521.112,26777.091,27851.466,0,12.880121
837.27784,0,-0.46712504,55723.992,57365.119,26755.052,27828.669,0,12.960121
837.27784,0,-0.47114597,55729.722,57364.532,26857.668,27928.9,0,13.040121
837.27784,0,-0.47504464,55779.676,57416.777,27015.081,28090.668,0,13.120121
837.27784,0,-0.47881784,55739.873,57371.451,27063.023,28138.364,0,13.200121
837.27784,0,-0.48246236,55575.907,57200.021,27025.913,28099.233,0,13.280121
837.27784,0,-0.48597498,55469.316,57091.359,27025.497,28094.271,0,13.360121
837.27784,0,-0.48935248,55506.616,57133.094,27141.227,28215.021,0,13.440121
837.27784,0,-0.49259164,55545.826,57165.934,27273.024,28349.028,0,13.520121
837.27784,0,-0.49568925,55480.524,57101.653,27281.174,28354.466,0,13.600121
837.27784,0,-0.4986421,55316.827,56938.028,27232.386,28304.365,0,13.680121
837.27784,0,-0.50144695,55265.425,56869.11,27258.535,28327.949,0,13.760121
837.27784,0,-0.5041006,55324.058,56942.314,27381.514,28450.108,0,13.840121
837.27784,0,-0.50659984,55345.534,56958.15,27475.396,28552.543,0,13.920121
837.27784,0,-0.50894143,55241.435,56852.046,27446.921,28516.692,0,14.000121
837.27784,0,-0.51112217,55121.068,56729.128,27398.83,28469.324,0,14.080121
837.27784,0,-0.51313884,55113.262,56710.78,27465.311,28536.313,0,14.160121
837.27784,0,-0.51498822,55197.433,56794.314,27568.423,28646.663,0,14.240121
837.27784,0,-0.51666709,55174.884,56773.315,27616.729,28686.422,0,14.320121
837.27784,0,-0.51817225,55063.072,56664.34,27562.963,28632.722,0,14.400121
837.27784,0,-0.51950046,54985.162,56585.34,27535.316,28606.713,0,14.480121
837.27784,0,-0.52064852,55029.253,56628.527,27595.952,28669.671,0,14.560121
837.27784,0,-0.5216132,55088.6,56687.435,27687.48,28764.293,0,14.640121
837.27784,0,-0.52239129,55048.816,56647.226,27689.081,28757.323,0,14.720121
837.27784,0,-0.52297958,54957.112,56557.373,27619.493,28690.837,0,14.800121
837.27784,0,-0.52337484,54912.1,56512.344,27613.362,28685.049,0,14.880121
837.27784,0,-0.52357386,54987.879,56590.46,27677.735,28751.537,0,14.960121
837.27784,-7.57E-05,-0.52359878,55363.134,57159.35,27350.536,28545.738,0,15.040121
837.27784,-0.000674508,-0.52359878,55003.037,56908.435,27570.861,28853.801,0,15.120121
837.27784,-0.001862059,-0.52359878,55261.419,57354.314,27125.49,28521.943,0,15.200121
837.27784,-0.003628653,-0.52359878,54889.758,56984.438,27353.771,28758.333,0,15.280121
837.27784,-0.00596464,-0.52359878,55031.288,57177.938,27270.721,28713.728,0,15.360121
837.27784,-0.008860369,-0.52359878,55144.075,57308.098,27261.118,28707.882,0,15.440121
837.27784,-0.012306189,-0.52359878,54991.4,57081.269,27413.927,28817.477,0,15.520121
837.27784,-0.016292449,-0.52359878,55125.51,57185.312,27219.485,28597.344,0,15.600121
837.27784,-0.020809497,-0.52359878,55044.39,57011.708,27323.801,28641.118,0,15.680121
837.27784,-0.025847684,-0.52359878,55150.452,57044.809,27386.537,28648.979,0,15.760121
837.27784,-0.031397357,-0.52359878,55298.846,57100.398,27409.146,28616.567,0,15.840121
837.27784,-0.037448867,-0.52359878,55247.872,56930.1,27482.112,28604.531,0,15.920121
837.27784,-0.043992561,-0.52359878,55305.586,56884.484,27416.207,28460.562,0,16.000121
837.27784,-0.05101879,-0.52359878,55344.016,56798.308,27484.898,28443.623,0,16.080121
837.27784,-0.058517901,-0.52359878,55462.14,56791.835,27582.096,28461.359,0,16.160121
837.27784,-0.066480245,-0.52359878,55578.111,56776.429,27627.918,28419.973,0,16.240121
837.27784,-0.07489617,-0.52359878,55579.998,56622.396,27662.013,28350.538,0,16.320121
837.27784,-0.083756025,-0.52359878,55623.938,56527.893,27661.941,28254.131,0,16.400121
837.27784,-0.093050159,-0.52359878,55706.462,56470.758,27733.092,28224.344,0,16.480121
837.27784,-0.10276892,-0.52359878,55816.374,56433.727,27840.529,28228.104,0,16.560121
837.27784,-0.11290266,-0.52359878,55923.704,56360.398,27904.409,28170.804,0,16.640121
837.27784,-0.12344173,-0.52359878,55959.928,56207.161,27939.293,28082.974,0,16.720121
837.27784,-0.13437647,-0.52359878,56004.901,56084.336,27965.63,27986.599,0,16.800121
837.27784,-0.14569723,-0.52359878,56114.54,56014.873,28063.987,27967.103,0,16.880121
837.27784,-0.15739437,-0.52359878,56248.64,55979.829,28189.863,27967.02,0,16.960121
837.27784,-0.16945823,-0.52359878,56327.923,55857.062,28260.637,27903.86,0,17.040121
837.27784,-0.18187916,-0.52359878,56357.224,55684.229,28289.72,27792.649,0,17.120121
837.27784,-0.19464752,-0.52359878,56421.865,55549.045,28363.397,27727.417,0,17.200121
837.27784,-0.20775364,-0.52359878,56554.736,55475.472,28489.836,27709.901,0,17.280121
837.27784,-0.22118788,-0.52359878,56683.538,55389.939,28614.724,27691.627,0,17.360121
837.27784,-0.23494059,-0.52359878,56747.514,55227.126,28683.841,27606.944,0,17.440121
837.27784,-0.24900211,-0.52359878,56794.858,55050.073,28746.625,27511.153,0,17.520121
837.27784,-0.2633628,-0.52359878,56774.891,55020.66,28778.82,27533.844,0,17.600121
837.27784,-0.27801301,-0.52359878,56902.779,54927.681,28926.515,27528.377,0,17.680121
837.27784,-0.29294308,-0.52359878,57007.397,54806.941,29046.263,27489.852,0,17.760121
837.27784,-0.30814336,-0.52359878,57057.763,54615.639,29129.351,27407.512,0,17.840121
837.27784,-0.3236042,-0.52359878,57106.579,54434.817,29219.747,27338.467,0,17.920121
837.27784,-0.33931596,-0.52359878,57201.897,54297.841,29358.098,27310.074,0,18.000121
837.27784,-0.35526897,-0.52359878,57325.854,54187.359,29511.257,27292.494,0,18.080121
837.27784,-0.37145359,-0.52359878,57404.789,54007.479,29646.149,27249.679,0,18.160121
837.27784,-0.38786017,-0.52359878,57444.068,53809.569,29739.059,27172.094,0,18.240121
837.27784,-0.40447906,-0.52359878,57494.188,53618.807,29860.434,27125.393,0,18.320121
837.27784,-0.4213006,-0.52359878,57600.512,53473.437,30026.643,27114.641,0,18.400121
837.27784,-0.43831515,-0.52359878,57699.744,53329.52,30197.844,27109.798,0,18.480121
837.27784,-0.45551305,-0.52359878,57758.959,53137.415,30337.323,27065.466,0,18.560121
837.27784,-0.47288465,-0.52359878,57786.941,52901.878,30441.266,26990.166,0,18.640121
837.27784,-0.49042031,-0.52359878,57833.091,52708.837,30591.825,26963.457,0,18.720121
837.27784,-0.50811036,-0.52359878,57931.248,52567.543,30779.802,26972.681,0,18.800121
837.27784,-0.52594517,-0.52359878,58006.692,52405.086,30956.279,26975.153,0,18.880121
837.27784,-0.54391508,-0.52359878,58030.903,52171.322,31098.763,26927.153,0,18.960121
837.27784,-0.56201043,-0.52359878,58057.595,51945.497,31227.911,26882.661,0,19.040121
837.27784,-0.58022158,-0.52359878,58100.398,51755.296,31411.226,26885.485,0,19.120121
837.27784,-0.59853888,-0.52359878,58187.288,51600.362,31608.734,26904.541,0,19.200121
837.27784,-0.61695267,-0.52359878,58227.096,51401.666,31785.145,26903.908,0,19.280121
837.27784,-0.63545331,-0.52359878,58215.075,51158.614,31930.31,26868.62,0,19.360121
837.27784,-0.65403114,-0.52359878,58229.817,50944.056,32087.226,26843.659,0,19.440121
837.27784,-0.67267651,-0.52359878,58273.565,50770.527,32292.39,26882.555,0,19.520121
837.27784,-0.69137977,-0.52359878,58321.889,50595.818,32490.593,26912.473,0,19.600121
837.27784,-0.71013128,-0.52359878,58327.971,50375.404,32663.205,26909.628,0,19.680121
837.27784,-0.72892137,-0.52359878,58305.459,50130.473,32817.17,26888.457,0,19.760121
837.27784,-0.7477404,-0.52359878,58316.764,49928.089,32998.497,26903.564,0,19.840121
837.27784,-0.76657872,-0.52359878,58344.738,49752.466,33212.417,26951.339,0,19.920121
837.27784,-0.78542667,-0.52359878,58348.622,49562.627,33411.996,26989.161,0,20.000121
837.27784,-0.80427461,-0.52359878,58329.814,49340.888,33575.474,26992.062,0,20.080121
837.27784,-0.82311289,-0.52359878,58284.296,49100.689,33743.781,26996.728,0,20.160121
837.27784,-0.84193185,-0.52359878,58287.657,48911.206,33935.317,27038.202,0,20.240121
837.27784,-0.86072184,-0.52359878,58277.59,48739.149,34153.748,27103.763,0,20.320121
837.27784,-0.87947321,-0.52359878,58258.827,48545.524,34345.508,27147.354,0,20.400121
837.27784,-0.89817631,-0.52359878,58215.532,48316.075,34512.493,27160.423,0,20.480121
837.27784,-0.91682149,-0.52359878,58165.215,48096.599,34681.333,27188.536,0,20.560121
837.27784,-0.9353991,-0.52359878,58133.206,47924.912,34882.443,27257.124,0,20.640121
837.27784,-0.95389949,-0.52359878,58106.419,47754.79,35085.442,27328.595,0,20.720121
837.27784,-0.97231301,-0.52359878,58058.891,47544.335,35273.051,27373.923,0,20.800121
837.27784,-0.99063,-0.52359878,58006.176,47343.037,35438.535,27409.466,0,20.880121
837.27784,-1.0088408,-0.52359878,57945.968,47150.515,35618.683,27464.66,0,20.960121
837.27784,-1.0269358,-0.52359878,57895.175,46971.672,35810.383,27537.453,0,21.040121
837.27784,-1.0449053,-0.52359878,57838.808,46812.736,36007.553,27618.505,0,21.120121
837.27784,-1.0627397,-0.52359878,57771.743,46620.765,36177.532,27674.391,0,21.200121
837.27784,-1.0804293,-0.52359878,57694.252,46431.17,36339.925,27725.649,0,21.280121
837.27784,-1.0979645,-0.52359878,57624.374,46254.733,36514.139,27795.764,0,21.360121
837.27784,-1.1153356,-0.52359878,57559.402,46091.613,36694.781,27875.642,0,21.440121
837.27784,-1.1325329,-0.52359878,57479.788,45932.033,36870.209,27956.919,0,21.520121
837.27784,-1.1495469,-0.52359878,57400.24,45768.051,37037.706,28025.257,0,21.600121
837.27784,-1.1663679,-0.52359878,57313.385,45600.161,37190.187,28092.824,0,21.680121
837.27784,-1.1829861,-0.52359878,57234.492,45432.93,37354.373,28169.335,0,21.760121
837.27784,-1.199392,-0.52359878,57157.434,45297.614,37520.866,28260.354,0,21.840121
837.27784,-1.215576,-0.52359878,57084.064,45155.563,37687.278,28345.341,0,21.920121
837.27784,-1.2315283,-0.52359878,56980.412,44992.213,37824.141,28410.944,0,22.000121
837.27784,-1.2472393,-0.52359878,56874.72,44834.463,37964.693,28485.191,0,22.080121
837.27784,-1.2626993,-0.52359878,56799.295,44715.464,38115.813,28584.011,0,22.160121
837.27784,-1.2778988,-0.52359878,56713.915,44593.085,38281.992,28685.003,0,22.240121
837.27784,-1.2928281,-0.52359878,56624.128,44457.047,38413.294,28752.184,0,22.320121
837.27784,-1.3074774,-0.52359878,56508.727,44308.561,38530.514,28815.045,0,22.400121
837.27784,-1.3218372,-0.52359878,56416.937,44184.114,38668.922,28902.819,0,22.480121
837.27784,-1.3358978,-0.52359878,56343.558,44098.543,38803.178,29007.002,0,22.560121
837.27784,-1.3496496,-0.52359878,56245.446,43981.977,38935.51,29091.365,0,22.640121
837.27784,-1.3630828,-0.52359878,56146.618,43854.619,39050.933,29163.599,0,22.720121
837.27784,-1.3761879,-0.52359878,56048.168,43757.55,39163.944,29240.472,0,22.800121
837.27784,-1.3889553,-0.52359878,55950.517,43646.961,39267.547,29317.037,0,22.880121
837.27784,-1.4013751,-0.52359878,55863.361,43546.709,39383.768,29401.062,0,22.960121
837.27784,-1.4134379,-0.52359878,55787.785,43466.648,39499.36,29490.298,0,23.040121
837.27784,-1.4251339,-0.52359878,55696.201,43373.167,39598.437,29565.858,0,23.120121
837.27784,-1.4364535,-0.52359878,55606.49,43281.905,39681.305,29629.963,0,23.200121
837.27784,-1.4473871,-0.52359878,55515.918,43193.812,39777.709,29715.573,0,23.280121
837.27784,-1.4579249,-0.52359878,55444.277,43129.079,39870.832,29792.731,0,23.360121
837.27784,-1.4680574,-0.52359878,55371.375,43056.169,39962.802,29860.885,0,23.440121
837.27784,-1.4777749,-0.52359878,55273.252,42975.993,40035.315,29922.359,0,23.520121
837.27784,-1.4870678,-0.52359878,55203.417,42906.962,40112.11,29993.775,0,23.600121
837.27784,-1.4959263,-0.52359878,55130.77,42852.576,40187.96,30058.608,0,23.680121
837.27784,-1.5043409,-0.52359878,55055.932,42787.964,40255.474,30122.636,0,23.760121
837.27784,-1.5123018,-0.52359878,54996.576,42727.121,40322.999,30174.132,0,23.840121
837.27784,-1.5197995,-0.52359878,54925.136,42678.773,40381.57,30236.992,0,23.920121
837.27784,-1.5268243,-0.52359878,54862.627,42627.811,40430.666,30282.956,0,24.000121
837.27784,-1.5333665,-0.52359878,54812.226,42581.73,40494.411,30339.105,0,24.080121
837.27784,-1.5394165,-0.52359878,54759.643,42539.788,40555.261,30391.062,0,24.160121
837.27784,-1.5449647,-0.52359878,54701.295,42499.878,40579.198,30423.564,0,24.240121
837.27784,-1.5500013,-0.52359878,54652.372,42460.986,40620.412,30467.362,0,24.320121
837.27784,-1.5545167,-0.52359878,54622.598,42437.953,40672.391,30508.476,0,24.400121
837.27784,-1.5585014,-0.52359878,54580.324,42422.181,40706.47,30553.719,0,24.480121
837.27784,-1.5619456,-0.52359878,54522.068,42371.745,40726.867,30576.653,0,24.560121
837.27784,-1.5648396,-0.52359878,54502.999,42361.882,40737.255,30587.037,0,24.640121
837.27784,-1.5671739,-0.52359878,54477.414,42328.741,40775.971,30616.268,0,24.720121
837.27784,-1.5689387,-0.52359878,54474.867,42331.791,40799.228,30638.57,0,24.800121
837.27784,-1.5701245,-0.52359878,54457.738,42321.161,40820.197,30658.28,0,24.880121
837.27784,-1.5707216,-0.52359878,54429.427,42297.394,40824.785,30658.822,0,24.960121
837.27784,-1.5707963,-0.52359878,54818.169,42758.627,40319.738,30327.385,0,25.040121
837.27784,-1.5707963,-0.52359878,54649.191,42425.982,40615.459,30431.879,0,25.120121
837.27784,-1.5707963,-0.52359878,54942.849,42809.538,40226.249,30199.524,0,25.200121
837.27784,-1.5707963,-0.52359878,54711.17,42512.815,40578.7,30424.55,0,25.280121
837.27784,-1.5707963,-0.52359878,54877.158,42726.734,40382.008,30303.151,0,25.360121
837.27784,-1.5707963,-0.52359878,54792.174,42601.873,40472.16,30351.125,0,25.440121
837.27784,-1.5707963,-0.52359878,54794.847,42635.321,40422.685,30327.317,0,25.520121
837.27784,-1.5707963,-0.52359878,54802.437,42646.373,40412.914,30326.959,0,25.600121
837.27784,-1.5707963,-0.52359878,54809.057,42647.874,40436.662,30339.442,0,25.680121
837.27784,-1.5707963,-0.52359878,54814.46,42630.066,40455.965,30339.716,0,25.760121
837.27784,-1.5707963,-0.52359878,54811.128,42634.743,40446.865,30335.892,0,25.840121
837.27784,-1.5707963,-0.52359878,54800.009,42645.197,40432.389,30340.155,0,25.920121
837.27784,-1.5707963,-0.52359878,54797.827,42627.831,40426.281,30322.074,0,26.000121
837.27784,-1.5707963,-0.52359878,54807.77,42634.126,40439.359,30335.735,0,26.080121
837.27784,-1.5707963,-0.52359878,54818.623,42634.473,40448.69,30331.767,0,26.160121
837.27784,-1.5707963,-0.52359878,54821.153,42640.402,40452.274,30337.967,0,26.240121
837.27784,-1.5707963,-0.52359878,54811.459,42646.962,40437.208,30339.607,0,26.320121
