length(mm),swing(rad),up_down(rad),FR(N),FL(N),RR(N),RL(N),External_force(N),Time(sec)
837.27784,-1.5707963,-0.78539816,51229.662,46529.822,37130.93,33234.493,0,26.160121
837.27784,-1.5707963,-0.78539816,51248.669,46549.566,37134.772,33234.828,0,26.240121
837.27784,-1.5707963,-0.78539816,51279.341,46572.217,37160.449,33262.974,0,26.320121
837.27784,-1.5707963,-0.78539816,51281.432,46564.054,37180.579,33271.213,0,26.400121
837.27784,-1.5707963,-0.78539816,51259.545,46555.901,37151.764,33252.229,0,26.480121
837.27784,-1.5707963,-0.78539816,51239.635,46541.804,37125.908,33231.765,0,26.560121
837.27784,-1.5707963,-0.78539816,51250.796,46544.07,37149.677,33247.387,0,26.640121
837.27784,-1.5707963,-0.78539816,51270.41,46569.28,37172.448,33269.662,0,26.720121
837.27784,-1.5707963,-0.78539816,51283.002,46572.258,37160.449,33260.072,0,26.800121
837.27784,-1.5707963,-0.78539816,51245.54,46542.081,37143.747,33244.259,0,26.880121
837.27784,-1.5707963,-0.78539816,51234.937,46540.421,37128.99,33234.948,0,26.960121
837.27784,-1.5707963,-0.78539816,51269.565,46559.345,37152.582,33247.912,0,27.040121
837.27784,-1.5707963,-0.78539816,51280.567,46570.115,37176.027,33274.971,0,27.120121
837.27784,-1.5707963,-0.78539816,51265.49,46554.838,37163.422,33255.384,0,27.200121
837.27784,-1.5707963,-0.78539816,51240.502,46549.782,37128.999,33233.656,0,27.280121
837.27784,-1.5707963,-0.78539816,51243.619,46539.001,37141.038,33238.321,0,27.360121
837.27784,-1.5707963,-0.78539816,51270.091,46563.136,37167.107,33264.435,0,27.440121
837.27784,-1.5707963,-0.78539816,51286.534,46575.935,37167.188,33266.703,0,27.520121
837.27784,-1.5707963,-0.78539816,51261.515,46551.135,37158.637,33253.211,0,27.600121
837.27784,-1.5707963,-0.78539816,51232.941,46539.123,37128.115,33241.592,0,27.680121
837.27784,-1.5707963,-0.78539816,51250.299,46543.018,37135.308,33233.241,0,27.760121
837.27784,-1.5707963,-0.78539816,51269.263,46556.885,37165.575,33263,0,27.840121
837.27784,-1.5707963,-0.78539816,51285.369,46566.221,37175.228,33262.619,0,27.920121
837.27784,-1.5707963,-0.78539816,51259.818,46567.463,37145.201,33257.707,0,28.000121
837.27784,-1.5707963,-0.78539816,51248.108,46535.046,37138.112,33235.694,0,28.080121
837.27784,-1.5707963,-0.78539816,51244.528,46549.665,37135.515,33241.206,0,28.160121
837.27784,-1.5707963,-0.78539816,51268.814,46559.659,37151.499,33247.733,0,28.240121
837.27784,-1.5707963,-0.78539816,51282.543,46567.2,37174.669,33269.678,0,28.320121
837.27784,-1.5707963,-0.78539816,51264.345,46560.155,37159.933,33259.698,0,28.400121
837.27784,-1.5707963,-0.78539816,51251.239,46542.029,37135.429,33231.805,0,28.480121
837.27784,-1.5707963,-0.78539816,51231.127,46539.689,37137.333,33249.927,0,28.560121
837.27784,-1.5707963,-0.78539816,51276.595,46555.895,37162.92,33251.573,0,28.640121
837.27784,-1.5707963,-0.78539816,51277.009,46574.729,37159.724,33263.827,0,28.720121
837.27784,-1.5707963,-0.78539816,51265.054,46553.54,37159.187,33255.281,0,28.800121
837.27784,-1.5707963,-0.78539816,51246.901,46539.341,37137.766,33237.559,0,28.880121
837.27784,-1.5707963,-0.78539816,51242.431,46550.676,37130.171,33243.312,0,28.960121
837.27784,-1.5707963,-0.78539816,51269.468,46554.023,37163.381,33251.494,0,29.040121
837.27784,-1.5707963,-0.78539816,51276.834,46569.161,37173.054,33269.667,0,29.120121
837.27784,-1.5707963,-0.78539816,51268.6,46567.753,37151.555,33252.388,0,29.200121
837.27784,-1.5707963,-0.78539816,51241.649,46541.575,37136.779,33242.642,0,29.280121
837.27784,-1.5707963,-0.78539816,51239.002,46543.142,37141.631,33245.969,0,29.360121
837.27784,-1.5707963,-0.78539816,51273.934,46554.457,37158.886,33248.657,0,29.440121
837.27784,-1.5707963,-0.78539816,51285.059,46575.489,37168.005,33265.984,0,29.520121
837.27784,-1.5707963,-0.78539816,51262.385,46556.705,37158.568,33254.76,0,29.600121
837.27784,-1.5707963,-0.78539816,51251.494,46540.821,37136.102,33233.535,0,29.680121
837.27784,-1.5707963,-0.78539816,51246.669,46555.188,37134.266,33249.793,0,29.760121
837.27784,-1.5707963,-0.78539816,51276.053,46553.336,37167.839,33254.617,0,29.840121
837.27784,-1.5707963,-0.78539816,51267.774,46572.483,37166.971,33269.239,0,29.920121
837.27784,-1.5707963,-0.78539816,51264.918,46550.687,37148.242,33240.267,0,30.000121
837.94321,-1.5707963,-0.78539816,51164.674,46636.168,37156.784,33391.777,0,30.080121
839.92829,-1.5707963,-0.78539816,51215.13,46762.48,37206.358,33510.74,0,30.160121
843.22261,-1.5707963,-0.78539816,51292.141,46733.966,37238.129,33456.012,0,30.240121
847.81584,-1.5707963,-0.78539816,51225.962,46611.107,37180.898,33349.93,0,30.320121
853.69776,-1.5707963,-0.78539816,51158.125,46580.273,37121.888,33319.809,0,30.400121
860.85823,-1.5707963,-0.78539816,51212.311,46637.832,37183.77,33385.615,0,30.480121
869.28722,-1.5707963,-0.78539816,51323.343,46696.808,37274.846,33439.869,0,30.560121
878.97473,-1.5707963,-0.78539816,51312.011,46658.213,37268.569,33396.883,0,30.640121
889.91084,-1.5707963,-0.78539816,51228.436,46556.012,37187.438,33310.704,0,30.720121
902.08565,-1.5707963,-0.78539816,51210.463,46524.733,37175.602,33280.826,0,30.800121
915.48928,-1.5707963,-0.78539816,51317.097,46583.137,37274.17,33345.133,0,30.880121
930.11188,-1.5707963,-0.78539816,51387.322,46626.587,37332.011,33382.762,0,30.960121
945.94358,-1.5707963,-0.78539816,51358.333,46550.349,37304.201,33318.293,0,31.040121
962.97447,-1.5707963,-0.78539816,51304.614,46454.487,37253.514,33231.006,0,31.120121
981.19465,-1.5707963,-0.78539816,51316.799,46429.554,37266.719,33210.834,0,31.200121
1000.5942,-1.5707963,-0.78539816,51417.099,46493.663,37353.36,33268.975,0,31.280121
1021.163,-1.5707963,-0.78539816,51485.957,46508.161,37418.793,33293.106,0,31.360121
1042.8912,-1.5707963,-0.78539816,51454.365,46422.826,37395.377,33222.791,0,31.440121
1065.7686,-1.5707963,-0.78539816,51404.796,46327.168,37342.178,33129.967,0,31.520121
1089.785,-1.5707963,-0.78539816,51436.924,46304.057,37379.889,33114.056,0,31.600121
1114.9303,-1.5707963,-0.78539816,51545.768,46351.626,37479.422,33168.451,0,31.680121
1141.1943,-1.5707963,-0.78539816,51607.104,46356.775,37529.975,33172.013,0,31.760121
1168.5666,-1.5707963,-0.78539816,51563.764,46256.783,37494.613,33085.244,0,31.840121
1197.0369,-1.5707963,-0.78539816,51552.513,46156.078,37475.365,33006.317,0,31.920121
1226.5948,-1.5707963,-0.78539816,51604.562,46174.693,37534.906,33018.367,0,32.000121
1257.2298,-1.5707963,-0.78539816,51705.842,46206.003,37626.765,33064.825,0,32.080121
1288.9314,-1.5707963,-0.78539816,51758.517,46155.914,37667.136,33024.289,0,32.160121
1321.6892,-1.5707963,-0.78539816,51736.374,46060.054,37635.968,32930.685,0,32.240121
1355.4925,-1.5707963,-0.78539816,51713.991,45982.216,37628.708,32872.15,0,32.320121
1390.3308,-1.5707963,-0.78539816,51816.093,45984.652,37720.214,32882.152,0,32.400121
1426.1934,-1.5707963,-0.78539816,51900.889,45997.389,37798.787,32899.722,0,32.480121
1463.0696,-1.5707963,-0.78539816,51916.335,45940.882,37814.877,32853.528,0,32.560121
1500.9489,-1.5707963,-0.78539816,51900.602,45825.904,37796.247,32753.036,0,32.640121
1539.8204,-1.5707963,-0.78539816,51927.75,45759.433,37823.407,32708.928,0,32.720121
1579.6735,-1.5707963,-0.78539816,52014.005,45765.93,37909.842,32725.239,0,32.800121
1620.4973,-1.5707963,-0.78539816,52115.699,45771.834,37990.517,32730.564,0,32.880121
1662.2813,-1.5707963,-0.78539816,52131.3,45687.042,38003.942,32660.523,0,32.960121
1705.0145,-1.5707963,-0.78539816,52111.422,45577.954,37987.218,32567.683,0,33.040121
1748.6862,-1.5707963,-0.78539816,52158.719,45512.649,38030.968,32519.59,0,33.120121
1793.2856,-1.5707963,-0.78539816,52256.648,45529.399,38122.744,32542.392,0,33.200121
1838.802,-1.5707963,-0.78539816,52343.534,45510.28,38201.049,32524.812,0,33.280121
1885.2244,-1.5707963,-0.78539816,52352.109,45402.335,38209.752,32445.802,0,33.360121
1932.5422,-1.5707963,-0.78539816,52341.691,45282.337,38205.116,32352.367,0,33.440121
1980.7444,-1.5707963,-0.78539816,52416.915,45247.144,38263.677,32318.996,0,33.520121
2029.8203,-1.5707963,-0.78539816,52537.832,45264.919,38377.533,32340.585,0,33.600121
2079.7591,-1.5707963,-0.78539816,52607.311,45218.671,38447.423,32317.523,0,33.680121
2130.5498,-1.5707963,-0.78539816,52592.509,45092.729,38430.911,32209.265,0,33.760121
2182.1818,-1.5707963,-0.78539816,52609.875,44987.302,38438.565,32115.544,0,33.840121
2234.6441,-1.5707963,-0.78539816,52694.794,44965.073,38529.844,32110.887,0,33.920121
2287.926,-1.5707963,-0.78539816,52817.079,44964.085,38641.625,32129.813,0,34.000121
2342.0166,-1.5707963,-0.78539816,52883.584,44890.597,38692.206,32061.782,0,34.080121
2396.9051,-1.5707963,-0.78539816,52874.666,44770.109,38674.813,31957.361,0,34.160121
2452.5807,-1.5707963,-0.78539816,52900.618,44663.023,38708.727,31875.121,0,34.240121
2509.0325,-1.5707963,-0.78539816,53009.059,44647.345,38821.331,31881.678,0,34.320121
2566.2498,-1.5707963,-0.78539816,53127.2,44647.815,38919.441,31881.12,0,34.400121
2624.2217,-1.5707963,-0.78539816,53168.663,44549.914,38949.671,31798.043,0,34.480121
2682.9373,-1.5707963,-0.78539816,53162.804,44402.328,38941.233,31681.574,0,34.560121
2742.386,-1.5707963,-0.78539816,53211.78,44323.892,38994.45,31620.576,0,34.640121
2802.5568,-1.5707963,-0.78539816,53346.607,44332.1,39116.489,31635.386,0,34.720121
2863.4389,-1.5707963,-0.78539816,53460.854,44290.546,39219.375,31618.41,0,34.800121
2925.0216,-1.5707963,-0.78539816,53465.341,44176.944,39229.882,31516.764,0,34.880121
2987.294,-1.5707963,-0.78539816,53476.156,44029.509,39232.716,31393.412,0,34.960121
3050.2453,-1.5707963,-0.78539816,53549.77,43978.431,39311.787,31366.414,0,35.040121
3113.8647,-1.5707963,-0.78539816,53694.351,43982.732,39443.582,31376.971,0,35.120121
3178.1415,-1.5707963,-0.78539816,53782.808,43915.468,39522.533,31329.76,0,35.200121
3243.0647,-1.5707963,-0.78539816,53789.547,43772.505,39524.692,31217.134,0,35.280121
3308.6237,-1.5707963,-0.78539816,53804.971,43634.505,39541.509,31101.749,0,35.360121
3374.8075,-1.5707963,-0.78539816,53923.356,43618.626,39645.04,31101.026,0,35.440121
3441.6055,-1.5707963,-0.78539816,54063.75,43602.668,39780.139,31093.811,0,35.520121
3509.0067,-1.5707963,-0.78539816,54130.289,43511.533,39838.201,31020.126,0,35.600121
3577.0005,-1.5707963,-0.78539816,54120.354,43349.421,39831.138,30898.142,0,35.680121
3645.576,-1.5707963,-0.78539816,54164.943,43252.655,39876.95,30809.735,0,35.760121
3714.7224,-1.5707963,-0.78539816,54293.463,43226.838,39994.592,30805.486,0,35.840121
3784.429,-1.5707963,-0.78539816,54440.787,43193.487,40122.171,30794.349,0,35.920121
3854.6849,-1.5707963,-0.78539816,54474.865,43084.453,40156.212,30701.981,0,36.000121
3925.4794,-1.5707963,-0.78539816,54483.157,42933.876,40164.958,30574.318,0,36.080121
3996.8016,-1.5707963,-0.78539816,54551.621,42846.714,40231.639,30505.555,0,36.160121
4068.6409,-1.5707963,-0.78539816,54692.049,42828.572,40353.905,30502.897,0,36.240121
4140.9863,-1.5707963,-0.78539816,54811.494,42770.829,40467.127,30468.155,0,36.320121
4213.8272,-1.5707963,-0.78539816,54849.729,42648.969,40503.072,30372.635,0,36.400121
4287.1528,-1.5707963,-0.78539816,54860.216,42503.017,40509.025,30244.937,0,36.480121
4360.9522,-1.5707963,-0.78539816,54949.645,42424.712,40598.28,30192.029,0,36.560121
4435.2146,-1.5707963,-0.78539816,55095.095,42399.449,40730.527,30185.979,0,36.640121
4509.9295,-1.5707963,-0.78539816,55207.349,42335.677,40830.466,30139.841,0,36.720121
4585.0858,-1.5707963,-0.78539816,55236.599,42202.234,40851.997,30026.697,0,36.800121
4660.6729,-1.5707963,-0.78539816,55259.072,42058.99,40874.454,29911.143,0,36.880121
4736.68,-1.5707963,-0.78539816,55367.117,41990.241,40977.53,29870.971,0,36.960121
4813.0962,-1.5707963,-0.78539816,55511.054,41962.612,41114.247,29858.897,0,37.040121
4889.911,-1.5707963,-0.78539816,55599.434,41877.192,41193.361,29792.004,0,37.120121
4967.1133,-1.5707963,-0.78539816,55620.593,41729.002,41210.015,29668.315,0,37.200121
5044.6926,-1.5707963,-0.78539816,55669.447,41597.524,41254.775,29566.84,0,37.280121
5122.638,-1.5707963,-0.78539816,55784.21,41549.398,41367.878,29534.188,0,37.360121
5200.9388,-1.5707963,-0.78539816,55923.145,41512.89,41498.33,29517.168,0,37.440121
5279.5841,-1.5707963,-0.78539816,56000.053,41407.286,41565.826,29434.118,0,37.520121
5358.5632,-1.5707963,-0.78539816,56033.703,41254.67,41590.348,29315.385,0,37.600121
5437.8654,-1.5707963,-0.78539816,56084.338,41143.159,41639.863,29224.456,0,37.680121
5517.4799,-1.5707963,-0.78539816,56220.677,41085.395,41765.247,29185.06,0,37.760121
5597.3959,-1.5707963,-0.78539816,56358.21,41045.421,41890.221,29165.788,0,37.840121
5677.6026,-1.5707963,-0.78539816,56423.364,40925.825,41952.88,29073.15,0,37.920121
5758.0893,-1.5707963,-0.78539816,56451.319,40782.594,41973.921,28950.392,0,38.000121
5838.8452,-1.5707963,-0.78539816,56521.403,40672.49,42040.035,28871.48,0,38.080121
5919.8595,-1.5707963,-0.78539816,56661.082,40623.132,42172.842,28842.752,0,38.160121
6001.1215,-1.5707963,-0.78539816,56781.992,40562.837,42284.268,28800.409,0,38.240121
6082.6205,-1.5707963,-0.78539816,56844.5,40445.255,42340.282,28705.699,0,38.320121
6164.3456,-1.5707963,-0.78539816,56876.894,40294.475,42376.111,28585.827,0,38.400121
6246.2861,-1.5707963,-0.78539816,56954.501,40198.968,42446.925,28515.423,0,38.480121
6328.4312,-1.5707963,-0.78539816,57090.928,40146.925,42575.892,28481.204,0,38.560121
6410.7702,-1.5707963,-0.78539816,57214.434,40080.801,42689.652,28436.117,0,38.640121
6493.2922,-1.5707963,-0.78539816,57283.01,39961.929,42745.265,28337.949,0,38.720121
6575.9867,-1.5707963,-0.78539816,57315.242,39809.252,42772.411,28218.077,0,38.800121
6658.8427,-1.5707963,-0.78539816,57396.954,39714.138,42850.017,28146.309,0,38.880121
6741.8495,-1.5707963,-0.78539816,57530.958,39662.677,42986.736,28118.224,0,38.960121
6824.9964,-1.5707963,-0.78539816,57659.831,39594.899,43095.616,28066.129,0,39.040121
6908.2726,-1.5707963,-0.78539816,57710.45,39457.995,43143.534,27957.037,0,39.120121
6991.6673,-1.5707963,-0.78539816,57746.267,39315.894,43181.105,27845.45,0,39.200121
7075.1698,-1.5707963,-0.78539816,57835.257,39228.34,43266.235,27774.517,0,39.280121
7158.7693,-1.5707963,-0.78539816,57982.41,39180.657,43403.038,27748.931,0,39.360121
7242.4551,-1.5707963,-0.78539816,58101.179,39099.887,43513.715,27698.533,0,39.440121
7326.2164,-1.5707963,-0.78539816,58154.528,38966.605,43556.681,27586.583,0,39.520121
7410.0424,-1.5707963,-0.78539816,58193.608,38821.647,43587.666,27467.278,0,39.600121
7493.9224,-1.5707963,-0.78539816,58281.054,38732.406,43677.855,27404.154,0,39.680121
7577.8456,-1.5707963,-0.78539816,58431.367,38674.839,43813.803,27371.516,0,39.760121
7661.8013,-1.5707963,-0.78539816,58543.639,38606.754,43917.98,27320.199,0,39.840121
7745.7787,-1.5707963,-0.78539816,58589.875,38470.985,43964.731,27207.723,0,39.920121
7829.7671,-1.5707963,-0.78539816,58649.888,38332.071,44008.941,27100.311,0,40.000121
7913.7556,-1.5707963,-0.78539816,58756.728,38246.858,44112.644,27040.11,0,40.080121
7997.7336,-1.5707963,-0.78539816,58877.347,38189.384,44235.804,27006.693,0,40.160121
8081.6903,-1.5707963,-0.78539816,58965.364,38091.607,44313.152,26928.003,0,40.240121
8165.6149,-1.5707963,-0.78539816,59024.777,37955.299,44366.775,26822.05,0,40.320121
8249.4966,-1.5707963,-0.78539816,59088.651,37845.227,44428.626,26735.035,0,40.400121
8333.3248,-1.5707963,-0.78539816,59206.899,37768.59,44539.65,26679.914,0,40.480121
8417.0886,-1.5707963,-0.78539816,59328.32,37695.025,44644.939,26626.932,0,40.560121
8500.7773,-1.5707963,-0.78539816,59407.282,37594.706,44721.883,26545.547,0,40.640121
8584.3801,-1.5707963,-0.78539816,59466.186,37467.15,44770.766,26443.519,0,40.720121
8667.8863,-1.5707963,-0.78539816,59543.074,37353.359,44845.749,26359.057,0,40.800121
8751.2852,-1.5707963,-0.78539816,59653.516,37276.364,44951.019,26304.207,0,40.880121
8834.5659,-1.5707963,-0.78539816,59771.441,37208.469,45060.333,26255.076,0,40.960121
8917.7177,-1.5707963,-0.78539816,59852.097,37097.349,45133.858,26169.114,0,41.040121
9000.7299,-1.5707963,-0.78539816,59903.938,36967.992,45187.701,26067.816,0,41.120121
9083.5917,-1.5707963,-0.78539816,59981.482,36859.626,45255.518,25983.947,0,41.200121
9166.2924,-1.5707963,-0.78539816,60095.68,36794.462,45360.073,25935.799,0,41.280121
9248.8211,-1.5707963,-0.78539816,60212.789,36718.256,45473.055,25884.907,0,41.360121
9331.1672,-1.5707963,-0.78539816,60284.542,36616.71,45536.968,25801.337,0,41.440121
9413.3198,-1.5707963,-0.78539816,60336.338,36484.256,45587.21,25702.886,0,41.520121
9495.2683,-1.5707963,-0.78539816,60407.024,36377.739,45657.19,25620.393,0,41.600121
9577.0019,-1.5707963,-0.78539816,60530.234,36310.718,45766.118,25570.082,0,41.680121
9658.5097,-1.5707963,-0.78539816,60645.846,36243.404,45874.029,25519.555,0,41.760121
9739.7812,-1.5707963,-0.78539816,60725.516,36136.394,45943.421,25438.561,0,41.840121
9820.8054,-1.5707963,-0.78539816,60779.362,36002.073,45986.636,25340.094,0,41.920121
9901.5717,-1.5707963,-0.78539816,60842.194,35899.43,46055.036,25254.453,0,42.000121
9982.0693,-1.5707963,-0.78539816,60956.38,35833.238,46163.611,25210.139,0,42.080121
10062.287,-1.5707963,-0.78539816,61068.85,35766.185,46270.712,25161.212,0,42.160121
10142.215,-1.5707963,-0.78539816,61147.296,35659.069,46338.839,25079.852,0,42.240121
10221.842,-1.5707963,-0.78539816,61193.188,35540.68,46382.849,24980.004,0,42.320121
10301.158,-1.5707963,-0.78539816,61262.429,35432.594,46450.71,24899.377,0,42.400121
10380.15,-1.5707963,-0.78539816,61383.207,35359.201,46560.469,24849.843,0,42.480121
10458.81,-1.5707963,-0.78539816,61498.02,35294.205,46664.253,24798.503,0,42.560121
10537.125,-1.5707963,-0.78539816,61575.002,35195.009,46737.4,24724.299,0,42.640121
10615.086,-1.5707963,-0.78539816,61612.727,35062.77,46776.034,24628.152,0,42.720121
10692.682,-1.5707963,-0.78539816,61677.158,34961.201,46837.145,24545.03,0,42.800121
10769.901,-1.5707963,-0.78539816,61792.068,34901.476,46940.724,24497.787,0,42.880121
10846.733,-1.5707963,-0.78539816,61906.059,34838.744,47045.935,24453.807,0,42.960121
10923.167,-1.5707963,-0.78539816,61982.207,34744.286,47113.381,24377.791,0,43.040121
10999.193,-1.5707963,-0.78539816,62032.018,34620.584,47153.854,24286.455,0,43.120121
11074.8,-1.5707963,-0.78539816,62083.862,34519.789,47213.674,24210.815,0,43.200121
11149.976,-1.5707963,-0.78539816,62187.355,34449.225,47311.926,24159.713,0,43.280121
11224.712,-1.5707963,-0.78539816,62303.549,34387.701,47416.56,24110.849,0,43.360121
11298.996,-1.5707963,-0.78539816,62383.2,34292.606,47489.926,24040.302,0,43.440121
11372.818,-1.5707963,-0.78539816,62430.043,34180.285,47533.218,23954.295,0,43.520121
11446.167,-1.5707963,-0.78539816,62486.241,34078.587,47586.901,23878.657,0,43.600121
11519.033,-1.5707963,-0.78539816,62574.436,34013.936,47672.068,23824.576,0,43.680121
11591.403,-1.5707963,-0.78539816,62688.954,33950.24,47777.345,23783.164,0,43.760121
11663.269,-1.5707963,-0.78539816,62769.871,33871.803,47845.435,23717.928,0,43.840121
11734.618,-1.5707963,-0.78539816,62820.054,33767.93,47892.721,23635.629,0,43.920121
11805.44,-1.5707963,-0.78539816,62865.964,33658.117,47941.206,23553.818,0,44.000121
11875.726,-1.5707963,-0.78539816,62947.804,33581.149,48019.81,23498.538,0,44.080121
11945.462,-1.5707963,-0.78539816,63054.009,33529.964,48122.414,23462.692,0,44.160121
12014.64,-1.5707963,-0.78539816,63142.366,33463.557,48200.084,23411.502,0,44.240121
12083.248,-1.5707963,-0.78539816,63193.076,33362.727,48240.982,23328.854,0,44.320121
12151.275,-1.5707963,-0.78539816,63225.657,33257.035,48279.475,23241.74,0,44.400121
12218.711,-1.5707963,-0.78539816,63297.029,33181.795,48347.839,23186.925,0,44.480121
12285.545,-1.5707963,-0.78539816,63402.729,33128.69,48448.712,23150.442,0,44.560121
12351.766,-1.5707963,-0.78539816,63514.301,33065.882,48537.026,23105.329,0,44.640121
12417.364,-1.5707963,-0.78539816,63559.381,32966.212,48578.237,23027.361,0,44.720121
12482.327,-1.5707963,-0.78539816,63585.166,32856.97,48607.693,22940.927,0,44.800121
12546.645,-1.5707963,-0.78539816,63659.556,32788.86,48672.389,22885.617,0,44.880121
12610.307,-1.5707963,-0.78539816,63760.15,32746.857,48774.48,22858.164,0,44.960121
12673.303,-1.5707963,-0.78539816,63849.048,32691.949,48853.304,22816.802,0,45.040121
12735.621,-1.5707963,-0.78539816,63890.985,32601.122,48893.849,22747.338,0,45.120121
12797.252,-1.5707963,-0.78539816,63921.763,32499.3,48928.997,22667.965,0,45.200121
12858.183,-1.5707963,-0.78539816,63975.217,32411.206,48978.76,22604.098,0,45.280121
12918.405,-1.5707963,-0.78539816,64069.38,32365.944,49062.396,22567.001,0,45.360121
12977.907,-1.5707963,-0.78539816,64168.873,32319.474,49150.149,22536.218,0,45.440121
13036.677,-1.5707963,-0.78539816,64223.704,32251.553,49207.092,22479.625,0,45.520121
13094.706,-1.5707963,-0.78539816,64254.67,32156.121,49230.123,22406.672,0,45.600121
13151.982,-1.5707963,-0.78539816,64287.728,32069.119,49265.545,22338.257,0,45.680121
13208.494,-1.5707963,-0.78539816,64363.519,32011.783,49334.394,22299.46,0,45.760121
13264.233,-1.5707963,-0.78539816,64450.84,31982.349,49423.094,22275.152,0,45.840121
13319.186,-1.5707963,-0.78539816,64537.857,31923.104,49495.55,22230.674,0,45.920121
13373.344,-1.5707963,-0.78539816,64562.732,31834.142,49517.629,22160.227,0,46.000121
13426.696,-1.5707963,-0.78539816,64584.009,31744.699,49535.522,22090.572,0,46.080121
13479.231,-1.5707963,-0.78539816,64643.978,31683.318,49589.886,22040.281,0,46.160121
13530.937,-1.5707963,-0.78539816,64734.368,31655.341,49682.054,22025.174,0,46.240121
13581.805,-1.5707963,-0.78539816,64818.097,31616.924,49755.69,21996.678,0,46.320121
13631.824,-1.5707963,-0.78539816,64843.927,31546.545,49781.609,21939.669,0,46.400121
13680.983,-1.5707963,-0.78539816,64860.769,31448.433,49791.693,21863.959,0,46.480121
13729.27,-1.5707963,-0.78539816,64893.681,31385.058,49829.66,21812.938,0,46.560121
13776.676,-1.5707963,-0.78539816,64983.597,31351.089,49907.333,21792.923,0,46.640121
13823.19,-1.5707963,-0.78539816,65077.062,31330.821,49990.353,21776.191,0,46.720121
13868.8,-1.5707963,-0.78539816,65116.522,31268.823,50028.573,21728.283,0,46.800121
13913.497,-1.5707963,-0.78539816,65116.018,31180.235,50033.862,21661.489,0,46.880121
13957.269,-1.5707963,-0.78539816,65141.862,31118.143,50052.151,21606.237,0,46.960121
14000.105,-1.5707963,-0.78539816,65207.197,31082.546,50113.918,21580.718,0,47.040121
14041.996,-1.5707963,-0.78539816,65287.037,31059.726,50197.519,21573.806,0,47.120121
14082.929,-1.5707963,-0.78539816,65342.753,31023.737,50249.805,21541.636,0,47.200121
14122.895,-1.5707963,-0.78539816,65356.535,30949.687,50258.195,21482.49,0,47.280121
14161.883,-1.5707963,-0.78539816,65358.252,30875.224,50257.048,21423.668,0,47.360121
14199.881,-1.5707963,-0.78539816,65407.07,30836.074,50297.131,21394.151,0,47.440121
14236.879,-1.5707963,-0.78539816,65479.719,30819.317,50376.987,21386.146,0,47.520121
14272.867,-1.5707963,-0.78539816,65543.482,30787.661,50440.664,21367.888,0,47.600121
14307.833,-1.5707963,-0.78539816,65566.956,30729.69,50456.833,21321.566,0,47.680121
14341.768,-1.5707963,-0.78539816,65570.093,30670.103,50452.247,21271.823,0,47.760121
14374.659,-1.5707963,-0.78539816,65585.175,30627.96,50470.697,21235.392,0,47.840121
14406.496,-1.5707963,-0.78539816,65649.744,30608.358,50527.44,21221.997,0,47.920121
14437.27,-1.5707963,-0.78539816,65721.199,30584.005,50588.844,21205.707,0,48.000121
14466.968,-1.5707963,-0.78539816,65749.204,30550.512,50614.161,21173.583,0,48.080121
14495.58,-1.5707963,-0.78539816,65749.706,30496.929,50603.197,21127.938,0,48.160121
14523.095,-1.5707963,-0.78539816,65752.362,30450.458,50616.237,21098.815,0,48.240121
14549.503,-1.5707963,-0.78539816,65799.702,30433,50670.079,21089.313,0,48.320121
14574.793,-1.5707963,-0.78539816,65865.142,30424.423,50725.154,21079.607,0,48.400121
14598.953,-1.5707963,-0.78539816,65897.33,30400.849,50746.374,21056.199,0,48.480121
14621.974,-1.5707963,-0.78539816,65879.053,30346.752,50737.528,21012.768,0,48.560121
14643.845,-1.5707963,-0.78539816,65861.328,30292.352,50728.122,20975.822,0,48.640121
14664.555,-1.5707963,-0.78539816,65905.296,30285.242,50759.712,20969.666,0,48.720121
14684.092,-1.5707963,-0.78539816,65983.261,30298.37,50832.056,20985.54,0,48.800121
14702.447,-1.5707963,-0.78539816,66022.217,30283.832,50870.425,20974.95,0,48.880121
14719.608,-1.5707963,-0.78539816,66004.105,30227.688,50855.883,20929.758,0,48.960121
14735.566,-1.5707963,-0.78539816,65966.173,30186.612,50815.639,20887.745,0,49.040121
14750.308,-1.5707963,-0.78539816,65982.351,30174.577,50822.284,20875.065,0,49.120121
14763.824,-1.5707963,-0.78539816,66053.212,30190.152,50898.011,20900.864,0,49.200121
14776.105,-1.5707963,-0.78539816,66101.44,30193.206,50942.256,20905.11,0,49.280121
14787.137,-1.5707963,-0.78539816,66096.189,30166.866,50928.087,20871.858,0,49.360121
14796.912,-1.5707963,-0.78539816,66037.897,30105.396,50882.232,20831.869,0,49.440121
14805.419,-1.5707963,-0.78539816,66019.042,30083.896,50865.407,20810.239,0,49.520121
14812.645,-1.5707963,-0.78539816,66068.912,30110.375,50911.726,20832.212,0,49.600121
14818.582,-1.5707963,-0.78539816,66146.353,30139.382,50978.262,20859.399,0,49.680121
14823.217,-1.5707963,-0.78539816,66155.782,30133.727,50982.881,20850.721,0,49.760121
14826.541,-1.5707963,-0.78539816,66104.279,30095.501,50938.706,20816.018,0,49.840121
14828.543,-1.5707963,-0.78539816,66055.083,30054.641,50899.352,20788.266,0,49.920121
14829.211,-1.5707963,-0.78539816,66084.771,30070.378,50915.971,20797.173,0,50.000121
14829.211,-1.5707963,-0.78539816,66098.164,30194.969,50991.375,20939.835,0,50.080121
