length(mm),swing(rad),up_down(rad),FR(N),FL(N),RR(N),RL(N),External_force(N),Time(sec)
837.27784,0,-0.16198253,59572.205,61382.269,23846.99,24924.656,0,9.760121
837.27784,0,-0.16616453,59553.187,61349.378,23860.145,24929.594,0,9.840121
837.27784,0,-0.17035083,58886.078,60699.523,23315.54,24389.693,0,9.920121
837.27784,0,-0.17453926,58659.046,60478.61,23213.299,24287.113,0,10.000121
837.27784,0,-0.17872769,59099.467,60913.144,23718.843,24794.514,0,10.080121
837.27784,0,-0.18291398,59388.343,61175.885,24018.782,25092.126,0,10.160121
837.27784,0,-0.18709597,59007.582,60804.929,23718.049,24792.434,0,10.240121
837.27784,0,-0.19127152,58599.409,60407.246,23436.976,24509.47,0,10.320121
837.27784,0,-0.19543849,58735.762,60536.714,23671.307,24745.575,0,10.400121
837.27784,0,-0.19959474,59065.505,60872.866,24048.008,25123.752,0,10.480121
837.27784,0,-0.20373811,58983.377,60774.905,24011.244,25080.989,0,10.560121
837.27784,0,-0.20786647,58617.512,60412.593,23739.356,24812.767,0,10.640121
837.27784,0,-0.21197766,58528.153,60318.159,23764.13,24837.829,0,10.720121
837.27784,0,-0.21606956,58747.737,60528.621,24060.248,25138.853,0,10.800121
837.27784,0,-0.22014,58814.351,60596.188,24170.965,25250.072,0,10.880121
837.27784,0,-0.22418685,58582.355,60364.197,24023.943,25095.981,0,10.960121
837.27784,0,-0.22820796,58416.404,60196.532,23956.743,25033.833,0,11.040121
837.27784,0,-0.23220118,58488.736,60276.15,24132.515,25207.54,0,11.120121
837.27784,0,-0.23616438,58576.891,60357.463,24276.986,25358.157,0,11.200121
837.27784,0,-0.2400954,58470.047,60240.91,24231.232,25304.155,0,11.280121
837.27784,0,-0.24399211,58331.107,60101.209,24174.633,25245.255,0,11.360121
837.27784,0,-0.24785235,58316.581,60094.52,24260.245,25338.036,0,11.440121
837.27784,0,-0.25167398,58364.552,60137.386,24383.512,25462.354,0,11.520121
837.27784,0,-0.25545487,58319.162,60083.48,24402.349,25478.696,0,11.600121
837.27784,0,-0.25919286,58206.289,59964.643,24367.206,25444.116,0,11.680121
837.27784,0,-0.2628858,58153.637,59911.196,24407.199,25482.995,0,11.760121
837.27784,0,-0.26653156,58180.938,59941.287,24504.509,25582.073,0,11.840121
837.27784,0,-0.27012799,58169.906,59931.927,24568.977,25645.062,0,11.920121
837.27784,0,-0.27367295,58080.144,59831.422,24552.956,25628.829,0,12.000121
837.27784,0,-0.27716428,57997.979,59749.428,24554.915,25627.718,0,12.080121
837.27784,0,-0.28059985,57998.055,59750.083,24631.31,25704.197,0,12.160121
837.27784,0,-0.28397752,58013.638,59755.272,24706.114,25779.925,0,12.240121
837.27784,0,-0.28729512,57966.569,59714.132,24733.411,25808.087,0,12.320121
837.27784,0,-0.29055053,57875.534,59620.437,24720.529,25794.086,0,12.400121
837.27784,0,-0.2937416,57824.706,59571.28,24746.163,25819.878,0,12.480121
837.27784,0,-0.29686618,57832.34,59576.032,24817.505,25894.984,0,12.560121
837.27784,0,-0.29992213,57828.242,59569.413,24881.324,25958.656,0,12.640121
837.27784,0,-0.3029073,57770.992,59513.664,24890.581,25963.51,0,12.720121
837.27784,0,-0.30581954,57692.896,59429.428,24886.194,25962.052,0,12.800121
837.27784,0,-0.30865673,57681.669,59410.235,24925.937,25999.639,0,12.880121
837.27784,0,-0.3114167,57689.991,59419.086,25002.472,26076.063,0,12.960121
837.27784,0,-0.31409731,57661.422,59395.11,25029.986,26105.474,0,13.040121
837.27784,0,-0.31669642,57589.189,59319.77,25034.213,26104.433,0,13.120121
837.27784,0,-0.31921189,57547.939,59273.609,25037.582,26115.362,0,13.200121
837.27784,0,-0.32164157,57536.288,59264.63,25095.591,26170.378,0,13.280121
837.27784,0,-0.32398332,57542.563,59268.451,25148.655,26222.909,0,13.360121
837.27784,0,-0.32623499,57505.109,59227.919,25165.013,26242.194,0,13.440121
837.27784,0,-0.32839443,57440.679,59163.436,25160.269,26233.808,0,13.520121
837.27784,0,-0.3304595,57416.23,59137.516,25184.805,26258.182,0,13.600121
837.27784,0,-0.33242806,57416.837,59144.92,25229.756,26306.552,0,13.680121
837.27784,0,-0.33429797,57408.669,59127.855,25271.429,26349.614,0,13.760121
837.27784,0,-0.33606707,57368.349,59080.881,25262.869,26338.933,0,13.840121
837.27784,0,-0.33773322,57317.935,59027.416,25269.337,26339.847,0,13.920121
837.27784,0,-0.33929429,57312.099,59033.196,25300.065,26374.849,0,14.000121
837.27784,0,-0.34074811,57332.675,59046.569,25346.942,26424.025,0,14.080121
837.27784,0,-0.34209256,57304.491,59017,25358.113,26434.893,0,14.160121
837.27784,0,-0.34332548,57256.212,58968.261,25348.825,26417.289,0,14.240121
837.27784,0,-0.34444473,57230.9,58946.149,25354.977,26430.107,0,14.320121
837.27784,0,-0.34544816,57245.809,58963.055,25400.296,26473.432,0,14.400121
837.27784,0,-0.34633364,57261.539,58978.45,25424.952,26498.247,0,14.480121
837.27784,0,-0.34709901,57208.91,58925.038,25407.733,26480.687,0,14.560121
837.27784,0,-0.34774213,57171.122,58879.694,25389.95,26462.056,0,14.640121
837.27784,0,-0.34826086,57193.35,58898.587,25415.184,26487.476,0,14.720121
837.27784,0,-0.34865305,57218.074,58927.878,25460.418,26534.386,0,14.800121
837.27784,0,-0.34891656,57212.347,58914.107,25454.727,26529.554,0,14.880121
837.27784,0,-0.34904924,57156.822,58866.644,25420.538,26494.279,0,14.960121
837.27784,-7.57E-05,-0.34906585,57283.773,59253.9,25152.676,26387.562,0,15.040121
837.27784,-0.000674508,-0.34906585,56994.497,59400.175,25207.328,26731.406,0,15.120121
837.27784,-0.001862059,-0.34906585,57077.483,59794.572,24963.232,26678.426,0,15.200121
837.27784,-0.003628653,-0.34906585,56756.042,59390.958,25103.023,26778.279,0,15.280121
837.27784,-0.00596464,-0.34906585,57041.528,59543.074,24899.187,26479.985,0,15.360121
837.27784,-0.008860369,-0.34906585,57008.804,59285.403,25191.981,26636.624,0,15.440121
837.27784,-0.012306189,-0.34906585,57294.816,59495.558,25185.385,26567.978,0,15.520121
837.27784,-0.016292449,-0.34906585,57243.23,59324.726,25258.523,26569.63,0,15.600121
837.27784,-0.020809497,-0.34906585,57208.649,59206.366,25176.869,26435.461,0,15.680121
837.27784,-0.025847684,-0.34906585,57249.946,59181.247,25163.982,26374.106,0,15.760121
837.27784,-0.031397357,-0.34906585,57329.894,59151.611,25323.002,26468.351,0,15.840121
837.27784,-0.037448867,-0.34906585,57535.967,59222.593,25354.827,26412.158,0,15.920121
837.27784,-0.043992561,-0.34906585,57483.496,58990.343,25420.72,26360.047,0,16.000121
837.27784,-0.05101879,-0.34906585,57555.627,58907.399,25343.789,26181.474,0,16.080121
837.27784,-0.058517901,-0.34906585,57596.396,58794.65,25456.298,26203.241,0,16.160121
837.27784,-0.066480245,-0.34906585,57790.504,58841.769,25555.206,26197.715,0,16.240121
837.27784,-0.07489617,-0.34906585,57875.599,58732.072,25647.136,26164.799,0,16.320121
837.27784,-0.083756025,-0.34906585,57907.938,58549.212,25649.16,26027.811,0,16.400121
837.27784,-0.093050159,-0.34906585,57973.42,58433.501,25681.523,25933.477,0,16.480121
837.27784,-0.10276892,-0.34906585,58099.775,58363.335,25803.456,25941.453,0,16.560121
837.27784,-0.11290266,-0.34906585,58251.665,58318.513,25911.054,25914.316,0,16.640121
837.27784,-0.12344173,-0.34906585,58336.451,58157,25988.809,25828.837,0,16.720121
837.27784,-0.13437647,-0.34906585,58406.584,57967.45,26021.439,25701.85,0,16.800121
837.27784,-0.14569723,-0.34906585,58492.051,57831.866,26109.492,25643.046,0,16.880121
837.27784,-0.15739437,-0.34906585,58651.159,57753.496,26237.768,25621.632,0,16.960121
837.27784,-0.16945823,-0.34906585,58778.309,57636.671,26363.218,25582.659,0,17.040121
837.27784,-0.18187916,-0.34906585,58860.037,57445.724,26438.897,25481.491,0,17.120121
837.27784,-0.19464752,-0.34906585,58949.312,57252.554,26511.251,25372.678,0,17.200121
837.27784,-0.20775364,-0.34906585,59057.114,57110.864,26639.35,25335.938,0,17.280121
837.27784,-0.22118788,-0.34906585,59151.722,57075.855,26736.937,25347.37,0,17.360121
837.27784,-0.23494059,-0.34906585,59245.336,56929.152,26852.583,25299.735,0,17.440121
837.27784,-0.24900211,-0.34906585,59332.057,56716.883,26941.59,25197.739,0,17.520121
837.27784,-0.2633628,-0.34906585,59414.614,56515.922,27052.507,25130.761,0,17.600121
837.27784,-0.27801301,-0.34906585,59544.914,56370.195,27208.966,25096.831,0,17.680121
837.27784,-0.29294308,-0.34906585,59673.445,56204.16,27373.75,25060.289,0,17.760121
837.27784,-0.30814336,-0.34906585,59785.461,55982.371,27506.866,24981.05,0,17.840121
837.27784,-0.3236042,-0.34906585,59866.005,55749.512,27636.306,24896.535,0,17.920121
837.27784,-0.33931596,-0.34906585,59981.334,55553.804,27786.822,24845.913,0,18.000121
837.27784,-0.35526897,-0.34906585,60097.066,55362.52,27972.743,24818.816,0,18.080121
837.27784,-0.37145359,-0.34906585,60216.839,55153.061,28137.409,24768.552,0,18.160121
837.27784,-0.38786017,-0.34906585,60297.456,54916.549,28296.087,24713.008,0,18.240121
837.27784,-0.40447906,-0.34906585,60381.951,54680.992,28450.94,24643.374,0,18.320121
837.27784,-0.4213006,-0.34906585,60476.306,54455.274,28637.324,24614.665,0,18.400121
837.27784,-0.43831515,-0.34906585,60597.433,54255.654,28837.8,24592.718,0,18.480121
837.27784,-0.45551305,-0.34906585,60678.138,54005.983,29022.855,24553.927,0,18.560121
837.27784,-0.47288465,-0.34906585,60743.828,53751.519,29195.878,24499.42,0,18.640121
837.27784,-0.49042031,-0.34906585,60822.311,53499.097,29389.368,24466.11,0,18.720121
837.27784,-0.50811036,-0.34906585,60908.559,53279.082,29594.463,24451.337,0,18.800121
837.27784,-0.52594517,-0.34906585,60983.617,53027.682,29809.372,24436.496,0,18.880121
837.27784,-0.54391508,-0.34906585,61049.039,52762.994,30007.859,24402.797,0,18.960121
837.27784,-0.56201043,-0.34906585,61097.183,52494.136,30208.558,24378.125,0,19.040121
837.27784,-0.58022158,-0.34906585,61163.804,52259.051,30421.615,24366.757,0,19.120121
837.27784,-0.59853888,-0.34906585,61227.689,52001.355,30651.109,24369.371,0,19.200121
837.27784,-0.61695267,-0.34906585,61267.951,51735.921,30867.009,24354.272,0,19.280121
837.27784,-0.63545331,-0.34906585,61301.201,51462.628,31085.174,24347.035,0,19.360121
837.27784,-0.65403114,-0.34906585,61344.331,51210.915,31311.085,24350.043,0,19.440121
837.27784,-0.67267651,-0.34906585,61378.914,50950.959,31547.093,24362.453,0,19.520121
837.27784,-0.69137977,-0.34906585,61400.802,50682.569,31777.316,24370.683,0,19.600121
837.27784,-0.71013128,-0.34906585,61411.055,50407.939,32003.65,24379.285,0,19.680121
837.27784,-0.72892137,-0.34906585,61426.331,50143.908,32237.836,24395.616,0,19.760121
837.27784,-0.7477404,-0.34906585,61435.896,49888.285,32476.395,24421.919,0,19.840121
837.27784,-0.76657872,-0.34906585,61438.638,49620.578,32718.236,24449.674,0,19.920121
837.27784,-0.78542667,-0.34906585,61430.527,49348.64,32957.067,24471.416,0,20.000121
837.27784,-0.80427461,-0.34906585,61415.39,49083.241,33196.782,24505.621,0,20.080121
837.27784,-0.82311289,-0.34906585,61404.546,48817.233,33444.339,24540.09,0,20.160121
837.27784,-0.84193185,-0.34906585,61389.107,48563.901,33689.353,24586.928,0,20.240121
837.27784,-0.86072184,-0.34906585,61362.563,48293.928,33927.8,24624.19,0,20.320121
837.27784,-0.87947321,-0.34906585,61324.437,48037.813,34172.899,24668.894,0,20.400121
837.27784,-0.89817631,-0.34906585,61289.891,47785.184,34417.204,24728.051,0,20.480121
837.27784,-0.91682149,-0.34906585,61242.553,47534.05,34666.739,24789.454,0,20.560121
837.27784,-0.9353991,-0.34906585,61200.942,47280.566,34904.571,24842.574,0,20.640121
837.27784,-0.95389949,-0.34906585,61131.954,47021.015,35145.903,24902.417,0,20.720121
837.27784,-0.97231301,-0.34906585,61067.32,46778.595,35385.463,24969.167,0,20.800121
837.27784,-0.99063,-0.34906585,61013.133,46544.152,35626.806,25043.553,0,20.880121
837.27784,-1.0088408,-0.34906585,60938.366,46302.476,35870.555,25122.739,0,20.960121
837.27784,-1.0269358,-0.34906585,60868.18,46065.01,36105.593,25191.762,0,21.040121
837.27784,-1.0449053,-0.34906585,60779.799,45817.499,36337.88,25263.798,0,21.120121
837.27784,-1.0627397,-0.34906585,60700.455,45590.254,36569.23,25343.151,0,21.200121
837.27784,-1.0804293,-0.34906585,60616.969,45370.054,36810.734,25433.782,0,21.280121
837.27784,-1.0979645,-0.34906585,60524.982,45147.329,37041.266,25520.087,0,21.360121
837.27784,-1.1153356,-0.34906585,60427.13,44925.719,37260.171,25606.648,0,21.440121
837.27784,-1.1325329,-0.34906585,60320.463,44708.947,37476.88,25693.792,0,21.520121
837.27784,-1.1495469,-0.34906585,60220.986,44507.528,37699.463,25791.886,0,21.600121
837.27784,-1.1663679,-0.34906585,60112.092,44303.592,37922.298,25891.677,0,21.680121
837.27784,-1.1829861,-0.34906585,60014.179,44100.518,38134.453,25987.835,0,21.760121
837.27784,-1.199392,-0.34906585,59891.704,43898.007,38338.281,26074.396,0,21.840121
837.27784,-1.215576,-0.34906585,59774.283,43715.459,38541.852,26174.133,0,21.920121
837.27784,-1.2315283,-0.34906585,59655.85,43526.25,38748.158,26285.606,0,22.000121
837.27784,-1.2472393,-0.34906585,59549.073,43360.85,38948.731,26386.021,0,22.080121
837.27784,-1.2626993,-0.34906585,59431.398,43170.431,39138.01,26481.169,0,22.160121
837.27784,-1.2778988,-0.34906585,59311.155,42989.904,39319.266,26576.521,0,22.240121
837.27784,-1.2928281,-0.34906585,59186.605,42825.998,39507.399,26680.385,0,22.320121
837.27784,-1.3074774,-0.34906585,59076.767,42680.4,39693.315,26794.996,0,22.400121
837.27784,-1.3218372,-0.34906585,58959.707,42526.339,39877.39,26906.058,0,22.480121
837.27784,-1.3358978,-0.34906585,58826.043,42369.322,40028.241,26985.573,0,22.560121
837.27784,-1.3496496,-0.34906585,58693.917,42198.895,40192.789,27089.765,0,22.640121
837.27784,-1.3630828,-0.34906585,58582.745,42081.61,40348.804,27193.651,0,22.720121
837.27784,-1.3761879,-0.34906585,58469.705,41945.728,40530.059,27308.844,0,22.800121
837.27784,-1.3889553,-0.34906585,58357.583,41811.804,40668.135,27401.97,0,22.880121
837.27784,-1.4013751,-0.34906585,58224.865,41682.37,40805.49,27497.165,0,22.960121
837.27784,-1.4134379,-0.34906585,58112.894,41570.435,40945.469,27592.117,0,23.040121
837.27784,-1.4251339,-0.34906585,58002.037,41457.196,41090.049,27699.641,0,23.120121
837.27784,-1.4364535,-0.34906585,57889.845,41353.402,41209.774,27790.997,0,23.200121
837.27784,-1.4473871,-0.34906585,57769.832,41222.599,41329.417,27874.201,0,23.280121
837.27784,-1.4579249,-0.34906585,57665.069,41128.296,41443.621,27961.297,0,23.360121
837.27784,-1.4680574,-0.34906585,57551.484,41040.692,41569.167,28067.171,0,23.440121
837.27784,-1.4777749,-0.34906585,57454.249,40960.789,41675.646,28156.608,0,23.520121
837.27784,-1.4870678,-0.34906585,57348.847,40855.369,41770.483,28219.158,0,23.600121
837.27784,-1.4959263,-0.34906585,57258.895,40777.791,41864.102,28297.018,0,23.680121
837.27784,-1.5043409,-0.34906585,57171.929,40709.104,41969.933,28383.841,0,23.760121
837.27784,-1.5123018,-0.34906585,57089.169,40639.856,42049.38,28454,0,23.840121
837.27784,-1.5197995,-0.34906585,56987.789,40563.886,42130.912,28524.843,0,23.920121
837.27784,-1.5268243,-0.34906585,56924.158,40512.557,42202.17,28589.796,0,24.000121
837.27784,-1.5333665,-0.34906585,56842.876,40441.156,42281.942,28655.323,0,24.080121
837.27784,-1.5394165,-0.34906585,56763.45,40400.014,42331.887,28713.728,0,24.160121
837.27784,-1.5449647,-0.34906585,56703.379,40347.775,42398.589,28771.787,0,24.240121
837.27784,-1.5500013,-0.34906585,56659.389,40304.173,42461.297,28820.191,0,24.320121
837.27784,-1.5545167,-0.34906585,56594.478,40252.755,42505.716,28857.549,0,24.400121
837.27784,-1.5585014,-0.34906585,56547.143,40218.231,42551.548,28899.769,0,24.480121
837.27784,-1.5619456,-0.34906585,56495.653,40197.408,42586.925,28945.748,0,24.560121
837.27784,-1.5648396,-0.34906585,56461.102,40157.641,42627.856,28972.789,0,24.640121
837.27784,-1.5671739,-0.34906585,56439.83,40145.297,42653.761,29003.257,0,24.720121
837.27784,-1.5689387,-0.34906585,56400.22,40117.061,42679.723,29022.53,0,24.800121
837.27784,-1.5701245,-0.34906585,56376.019,40104.369,42686.882,29034.903,0,24.880121
837.27784,-1.5707216,-0.34906585,56360.728,40090.51,42700.819,29045.623,0,24.960121
837.27784,-1.5707963,-0.34906585,56699.29,40510.842,42233.457,28768.975,0,25.040121
837.27784,-1.5707963,-0.34906585,56722.491,40434.473,42239.281,28692.307,0,25.120121
837.27784,-1.5707963,-0.34906585,56753.881,40430.659,42245.837,28681.168,0,25.200121
837.27784,-1.5707963,-0.34906585,56788.341,40484.848,42273.387,28718.242,0,25.280121
837.27784,-1.5707963,-0.34906585,56796.073,40451.233,42318.228,28724.163,0,25.360121
837.27784,-1.5707963,-0.34906585,56807.729,40477.601,42255.521,28686.099,0,25.440121
837.27784,-1.5707963,-0.34906585,56758.334,40436.671,42263.869,28695.826,0,25.520121
837.27784,-1.5707963,-0.34906585,56757.536,40436.227,42272.134,28700.587,0,25.600121
837.27784,-1.5707963,-0.34906585,56783.504,40447.864,42287.375,28700.415,0,25.680121
837.27784,-1.5707963,-0.34906585,56803.335,40461.329,42301.931,28711.911,0,25.760121
837.27784,-1.5707963,-0.34906585,56793.685,40462.954,42288.68,28706.868,0,25.840121
837.27784,-1.5707963,-0.34906585,56778.427,40460.123,42264.565,28697.458,0,25.920121
837.27784,-1.5707963,-0.34906585,56789.951,40456.688,42253.185,28685.765,0,26.000121
837.27784,-1.5707963,-0.34906585,56789.129,40463.918,42269.707,28699.462,0,26.080121
837.27784,-1.5707963,-0.34906585,56798.719,40459.676,42285.756,28706.773,0,26.160121
837.27784,-1.5707963,-0.34906585,56791.821,40454.248,42294.696,28708.112,0,26.240121
837.27784,-1.5707963,-0.34906585,56782.974,40447.797,42286.284,28699.827,0,26.320121
